#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 5018, 11,KI7HNA,    -0.30, 3,   boost,   -0.00,  86678.00, 1297.54,   -1.79,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
6, 5018, 11,KI7HNA,    -0.29, 3,   boost,   -0.00,  86669.00, 1298.39,   -0.94,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
6, 5018, 11,KI7HNA,    -0.28, 3,   boost,   -0.00,  86664.00, 1298.86,   -0.47,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
6, 5018, 11,KI7HNA,    -0.27, 3,   boost,   -0.00,  86653.00, 1299.90,    0.57,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
6, 5018, 11,KI7HNA,    -0.26, 3,   boost,   -0.00,  86641.00, 1301.03,    1.70,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
6, 5018, 11,KI7HNA,    -0.25, 3,   boost,   -0.00,  86653.00, 1299.90,    0.57,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
6, 5018, 11,KI7HNA,    -0.24, 3,   boost,   -0.00,  86666.00, 1298.67,   -0.66,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
6, 5018, 11,KI7HNA,    -0.23, 3,   boost,   -0.00,  86649.00, 1300.28,    0.94,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
6, 5018, 11,KI7HNA,    -0.22, 3,   boost,   -0.00,  86643.00, 1300.85,    1.51,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
6, 5018, 11,KI7HNA,    -0.21, 3,   boost,   -0.00,  86673.00, 1298.01,   -1.32,    0.00, 40.9, 4.06, 4.07, 4.06, 1, 1,  9,  43.8000522,-120.6498681,  1384.0, 2020,  7, 18, 23,  6, 47,        0,        0,   0,   0,   1.7,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 35,  0,  0, 31,  0, 34, 33,  0, 28,  0,  0, 32,  0,  0,  0,  0, 29, 33,  0, 23,  0,  0,  0
