#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,igniter_a,igniter_b,igniter_c,igniter_d,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 3418, 4,KD0KZD,    -0.30, 3,   boost,   -0.53,  97299.00,  340.66,   -1.46,    0.00, 43.2, 4.00, 4.02, 4.04,   9.09,  -0.55,  -0.07,  -1.21,  -0.12,  -0.05,   0.42,   0.18,  -0.18,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
6, 3418, 4,KD0KZD,    -0.29, 3,   boost,    0.53,  97277.00,  342.55,    0.43,    0.00, 43.2, 4.00, 4.02, 4.04,   9.75,   0.34,  -0.97,   1.66,   0.18,  -0.17,   0.42,   0.18,  -0.18,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
6, 3418, 4,KD0KZD,    -0.28, 3,   boost,   -0.00,  97276.00,  342.64,    0.52,    0.00, 43.2, 4.00, 4.02, 4.04,  10.45,   0.12,   0.43,  -1.03,   0.24,   0.01,   0.42,   0.18,  -0.19,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
6, 3418, 4,KD0KZD,    -0.27, 3,   boost,   -1.06,  97278.00,  342.46,    0.34,    0.00, 43.2, 4.00, 4.02, 4.04,  10.35,  -0.21,  -0.20,  -0.24,  -0.12,  -0.05,   0.42,   0.18,  -0.18,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
6, 3418, 4,KD0KZD,    -0.26, 3,   boost,   -0.53,  97290.00,  341.43,   -0.69,    0.00, 43.2, 4.00, 4.02, 4.04,   9.45,   0.51,   0.15,   0.01,  -0.31,   0.01,   0.42,   0.18,  -0.17,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
6, 3418, 4,KD0KZD,    -0.25, 3,   boost,   -0.00,  97277.00,  342.55,    0.43,    0.00, 43.2, 4.00, 4.02, 4.04,   9.20,  -0.57,   0.45,  -0.91,  -0.73,   0.01,   0.42,   0.18,  -0.18,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
6, 3418, 4,KD0KZD,    -0.24, 3,   boost,   -0.00,  97298.00,  340.74,   -1.38,    0.00, 43.2, 4.00, 4.02, 4.04,  10.15,   0.51,  -0.66,   1.29,  -0.55,  -0.11,   0.42,   0.18,  -0.19,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
6, 3418, 4,KD0KZD,    -0.23, 3,   boost,   -0.00,  97281.00,  342.21,    0.09,    0.00, 43.2, 4.00, 4.02, 4.04,  10.36,  -0.57,  -0.08,  -0.36,  -0.25,  -0.05,   0.42,   0.18,  -0.18,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
6, 3418, 4,KD0KZD,    -0.22, 3,   boost,   -0.53,  97301.00,  340.49,   -1.63,    0.00, 43.2, 4.00, 4.02, 4.04,   9.97,   0.33,  -0.56,  -0.11,  -0.06,  -0.35,   0.42,   0.18,  -0.18,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
6, 3418, 4,KD0KZD,    -0.21, 3,   boost,   -0.53,  97276.00,  342.64,    0.52,    0.00, 43.2, 4.00, 4.02, 4.04,   9.62,  -0.00,   0.14,  -0.11,   0.12,  -0.35,   0.42,   0.18,  -0.18,   0.50, 4.05, 0.00, 0.00, 0.02, 0.00, 1, 1, 11,  37.1657227, -97.7360642,   387.0, 2019,  9,  1, 22, 37, 45,        0,        0,   0,   0,   1.6,   0.8,   1.4,  0,  0,  0,  0,  0,  0,  0, 23,  0, 32,  0,  0,  0, 28, 36,  0,  0,  0,  0, 33, 38,  0,  0, 38,  0,  0, 22,  0,  0,  0,  0, 35
