time,acceleration,pressure,altitude,temperature,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,latitude,longitude,altitude
25.62,-10.9,102171,-70.19,21.6,0.45,9.53,0.71,0,0.76,-1.06,-0.6,0.04,1.47,67.73,43.1038417,-70.9942856,26
25.65,-10.9,102173,-70.35,21.6,0.42,9.55,0.64,0,0.7,-1.06,-0.6,0.04,1.48,67.63,43.1038417,-70.9942856,26
25.75,-10.9,102155,-68.86,21.6,0.43,9.6,0.68,0.19,0.76,-0.99,-0.6,0.05,1.48,67.52,43.1038417,-70.9942856,26
25.85,-10.9,102166,-69.77,21.6,0.45,9.58,0.64,0,0.76,-1.12,-0.61,0.04,1.49,67.4,43.1038417,-70.9942856,26
25.94,-10.9,102166,-69.77,21.6,0.45,9.58,0.64,0,0.76,-1.12,-0.61,0.04,1.49,67.4,43.1038417,-70.9942856,26
25.95,-10.9,102166,-69.77,21.6,0.44,9.56,0.63,0,0.7,-1.06,-0.6,0.04,1.49,67.3,43.1038417,-70.9942856,26
26.05,-10.9,102187,-71.51,21.6,0.43,9.58,0.67,0,0.76,-1.06,-0.61,0.04,1.48,67.19,43.1038417,-70.9942856,26
26.15,-10.9,102176,-70.6,21.6,0.43,9.57,0.75,0.06,0.76,-1.06,-0.61,0.04,1.49,67.07,43.1038417,-70.9942856,26
26.25,-10.9,102169,-70.02,21.6,0.45,9.54,0.65,0.06,0.76,-0.93,-0.61,0.04,1.48,66.97,43.1038417,-70.9942856,26
26.26,-10.9,102169,-70.02,21.6,0.45,9.54,0.65,0.06,0.76,-0.93,-0.61,0.04,1.48,66.97,43.1038177,-70.9942656,28
26.26,-10.9,102169,-70.02,21.6,0.45,9.54,0.65,0.06,0.76,-0.93,-0.61,0.04,1.48,66.97,43.1038177,-70.9942656,28
26.26,-10.9,102169,-70.02,21.6,0.45,9.54,0.65,0.06,0.76,-0.93,-0.61,0.04,1.48,66.97,43.1038177,-70.9942656,28
26.35,-10.9,102172,-70.27,21.6,0.45,9.56,0.64,0.06,0.7,-0.99,-0.6,0.05,1.48,66.86,43.1038177,-70.9942656,28
26.45,-10.9,102181,-71.01,21.6,0.44,9.6,0.66,0.06,0.82,-0.93,-0.61,0.05,1.49,66.75,43.1038177,-70.9942656,28
26.55,-10.9,102173,-70.35,21.6,0.46,9.56,0.61,0.06,0.7,-1.06,-0.6,0.05,1.48,66.64,43.1038177,-70.9942656,28
26.58,-10.9,102173,-70.35,21.6,0.46,9.56,0.61,0.06,0.7,-1.06,-0.6,0.05,1.48,66.64,43.1038177,-70.9942656,28
26.65,-10.9,102158,-69.11,21.7,0.44,9.59,0.67,0,0.76,-0.99,-0.61,0.04,1.48,66.53,43.1038177,-70.9942656,28
26.75,-10.9,102158,-69.11,21.7,0.45,9.57,0.63,0.13,0.7,-0.99,-0.6,0.04,1.48,66.43,43.1038177,-70.9942656,28
26.85,-10.9,102159,-69.19,21.6,0.4,9.57,0.68,0,0.7,-1.06,-0.6,0.04,1.48,66.32,43.1038177,-70.9942656,28
26.9,-10.9,102159,-69.19,21.6,0.4,9.57,0.68,0,0.7,-1.06,-0.6,0.04,1.48,66.32,43.1038177,-70.9942656,28
26.95,-10.9,102177,-70.68,21.7,0.4,9.61,0.67,0.06,0.7,-1.06,-0.6,0.03,1.48,66.22,43.1038177,-70.9942656,28
27.05,-10.9,102162,-69.44,21.7,0.43,9.6,0.69,0.06,0.64,-0.93,-0.59,0.03,1.47,66.12,43.1038177,-70.9942656,28
27.15,-10.9,102174,-70.43,21.7,0.43,9.56,0.73,-0.06,0.76,-0.99,-0.6,0.04,1.49,66.01,43.1038177,-70.9942656,28
27.22,-10.9,102174,-70.43,21.7,0.43,9.56,0.73,-0.06,0.76,-0.99,-0.6,0.04,1.49,66.01,43.1037942,-70.9942476,27
27.22,-10.9,102174,-70.43,21.7,0.43,9.56,0.73,-0.06,0.76,-0.99,-0.6,0.04,1.49,66.01,43.1037942,-70.9942476,27
27.22,-10.9,102174,-70.43,21.7,0.43,9.56,0.73,-0.06,0.76,-0.99,-0.6,0.04,1.49,66.01,43.1037942,-70.9942476,27
27.25,-10.9,102176,-70.6,21.7,0.44,9.54,0.63,0.06,0.76,-0.99,-0.6,0.04,1.49,65.9,43.1037942,-70.9942476,27
27.35,-10.9,102174,-70.43,21.7,0.43,9.57,0.62,0,0.76,-0.93,-0.59,0.05,1.49,65.8,43.1037942,-70.9942476,27
27.45,-10.9,102173,-70.35,21.7,0.43,9.58,0.69,0.06,0.76,-0.99,-0.6,0.04,1.49,65.69,43.1037942,-70.9942476,27
27.54,-10.9,102173,-70.35,21.7,0.43,9.58,0.69,0.06,0.76,-0.99,-0.6,0.04,1.49,65.69,43.1037942,-70.9942476,27
27.55,-10.9,102158,-69.11,21.7,0.41,9.58,0.66,0,0.82,-1.06,-0.62,0.04,1.48,65.57,43.1037942,-70.9942476,27
27.65,-10.9,102173,-70.35,21.7,0.44,9.6,0.67,0.13,0.7,-1.06,-0.6,0.05,1.49,65.46,43.1037942,-70.9942476,27
27.75,-10.9,102152,-68.61,21.7,0.46,9.54,0.62,0.06,0.7,-0.99,-0.6,0.05,1.49,65.36,43.1037942,-70.9942476,27
27.85,-10.9,102177,-70.68,21.7,0.43,9.55,0.71,0.13,0.76,-1.06,-0.6,0.04,1.49,65.25,43.1037942,-70.9942476,27
27.86,-10.9,102177,-70.68,21.7,0.43,9.55,0.71,0.13,0.76,-1.06,-0.6,0.04,1.49,65.25,43.1037942,-70.9942476,27
27.95,-10.9,102161,-69.36,21.7,0.45,9.56,0.68,0.13,0.64,-0.99,-0.61,0.03,1.48,65.15,43.1037942,-70.9942476,27
28.05,-10.9,102159,-69.19,21.7,0.4,9.56,0.59,0.06,0.76,-1.06,-0.59,0.05,1.49,65.04,43.1037942,-70.9942476,27
28.15,-10.9,102163,-69.52,21.7,0.43,9.59,0.68,0.19,0.7,-1.06,-0.6,0.05,1.49,64.94,43.1037942,-70.9942476,27
28.18,-10.9,102163,-69.52,21.7,0.43,9.59,0.68,0.19,0.7,-1.06,-0.6,0.05,1.49,64.94,43.1037942,-70.9942476,27
28.25,-10.9,102159,-69.19,21.7,0.44,9.56,0.61,0.13,0.76,-0.93,-0.61,0.04,1.49,64.83,43.1037942,-70.9942476,27
28.27,-10.9,102159,-69.19,21.7,0.44,9.56,0.61,0.13,0.76,-0.93,-0.61,0.04,1.49,64.83,43.1037942,-70.9942476,27
28.27,-10.9,102159,-69.19,21.7,0.44,9.56,0.61,0.13,0.76,-0.93,-0.61,0.04,1.49,64.83,43.1037942,-70.9942476,27
28.35,-10.9,102167,-69.86,21.7,0.43,9.59,0.59,0,0.64,-0.99,-0.61,0.04,1.48,64.73,43.1037727,-70.9942373,25
28.45,-10.9,102158,-69.11,21.7,0.42,9.58,0.72,0.06,0.7,-0.93,-0.6,0.05,1.49,64.63,43.1037727,-70.9942373,25
28.5,-10.9,102158,-69.11,21.7,0.42,9.58,0.72,0.06,0.7,-0.93,-0.6,0.05,1.49,64.63,43.1037727,-70.9942373,25
28.55,-10.9,102162,-69.44,21.7,0.45,9.57,0.7,0.06,0.76,-0.99,-0.61,0.05,1.49,64.52,43.1037727,-70.9942373,25
28.65,-10.9,102170,-70.1,21.7,0.41,9.61,0.71,-0.06,0.82,-0.87,-0.61,0.04,1.48,64.41,43.1037727,-70.9942373,25
28.75,-10.9,102156,-68.95,21.7,0.45,9.57,0.65,0.13,0.82,-1.06,-0.61,0.05,1.48,64.3,43.1037727,-70.9942373,25
28.82,-10.9,102156,-68.95,21.7,0.45,9.57,0.65,0.13,0.82,-1.06,-0.61,0.05,1.48,64.3,43.1037727,-70.9942373,25
28.85,-10.9,102171,-70.19,21.7,0.44,9.58,0.63,0.06,0.76,-0.93,-0.61,0.04,1.48,64.19,43.1037727,-70.9942373,25
28.95,-10.9,102183,-71.18,21.7,0.41,9.59,0.69,0.13,0.76,-0.99,-0.6,0.04,1.48,64.08,43.1037727,-70.9942373,25
29.05,-10.9,102158,-69.11,21.7,0.41,9.56,0.68,0.06,0.76,-0.93,-0.61,0.03,1.48,63.97,43.1037727,-70.9942373,25
29.14,-10.9,102158,-69.11,21.7,0.41,9.56,0.68,0.06,0.76,-0.93,-0.61,0.03,1.48,63.97,43.1037727,-70.9942373,25
29.15,-10.9,102171,-70.19,21.7,0.45,9.56,0.63,0,0.7,-0.99,-0.6,0.04,1.48,63.87,43.1037727,-70.9942373,25
29.25,-10.9,102176,-70.6,21.7,0.43,9.57,0.74,0,0.82,-0.93,-0.61,0.04,1.47,63.76,43.1037727,-70.9942373,25
29.28,-10.9,102176,-70.6,21.7,0.43,9.57,0.74,0,0.82,-0.93,-0.61,0.04,1.47,63.76,43.1037727,-70.9942373,25
29.28,-10.9,102176,-70.6,21.7,0.43,9.57,0.74,0,0.82,-0.93,-0.61,0.04,1.47,63.76,43.1037727,-70.9942373,25
29.35,-10.9,102162,-69.44,21.7,0.43,9.54,0.68,0,0.82,-1.06,-0.6,0.04,1.48,63.64,43.103761,-70.9942307,24
29.45,-10.9,102179,-70.85,21.7,0.41,9.54,0.64,0,0.7,-0.93,-0.6,0.04,1.47,63.54,43.103761,-70.9942307,24
29.46,-10.9,102179,-70.85,21.7,0.41,9.54,0.64,0,0.7,-0.93,-0.6,0.04,1.47,63.54,43.103761,-70.9942307,24
29.55,-10.9,102165,-69.69,21.7,0.38,9.59,0.68,0.13,0.82,-0.93,-0.6,0.05,1.47,63.43,43.103761,-70.9942307,24
29.65,-10.9,102175,-70.52,21.7,0.45,9.54,0.68,0.13,0.76,-0.99,-0.6,0.04,1.48,63.32,43.103761,-70.9942307,24
29.75,-10.9,102155,-68.86,21.7,0.46,9.59,0.67,0.13,0.82,-0.93,-0.62,0.05,1.5,63.21,43.103761,-70.9942307,24
29.78,-10.9,102155,-68.86,21.7,0.46,9.59,0.67,0.13,0.82,-0.93,-0.62,0.05,1.5,63.21,43.103761,-70.9942307,24
29.85,-10.9,102166,-69.77,21.7,0.41,9.58,0.66,0.06,0.7,-1.06,-0.6,0.04,1.48,63.11,43.103761,-70.9942307,24
29.95,-10.9,102159,-69.19,21.7,0.44,9.55,0.68,0.13,0.7,-0.93,-0.6,0.04,1.49,63.01,43.103761,-70.9942307,24
30.05,-10.9,102170,-70.1,21.7,0.42,9.59,0.71,0.06,0.76,-0.99,-0.6,0.03,1.49,62.9,43.103761,-70.9942307,24
30.1,-10.9,102170,-70.1,21.7,0.42,9.59,0.71,0.06,0.76,-0.99,-0.6,0.03,1.49,62.9,43.103761,-70.9942307,24
30.15,-10.9,102162,-69.44,21.7,0.45,9.57,0.68,0.06,0.7,-1.06,-0.61,0.04,1.49,62.79,43.103761,-70.9942307,24
30.25,-10.9,102174,-70.43,21.7,0.41,9.54,0.62,0,0.76,-0.99,-0.6,0.05,1.48,62.69,43.103761,-70.9942307,24
30.26,-10.9,102174,-70.43,21.7,0.41,9.54,0.62,0,0.76,-0.99,-0.6,0.05,1.48,62.69,43.103761,-70.9942307,24
30.26,-10.9,102174,-70.43,21.7,0.41,9.54,0.62,0,0.76,-0.99,-0.6,0.05,1.48,62.69,43.103761,-70.9942307,24
30.35,-10.9,102170,-70.1,21.7,0.43,9.54,0.69,0.19,0.7,-1.06,-0.6,0.05,1.49,62.58,43.1037536,-70.9942253,25
30.42,-10.9,102170,-70.1,21.7,0.43,9.54,0.69,0.19,0.7,-1.06,-0.6,0.05,1.49,62.58,43.1037536,-70.9942253,25
30.45,-10.9,102162,-69.44,21.7,0.45,9.54,0.62,0,0.82,-0.99,-0.61,0.03,1.49,62.47,43.1037536,-70.9942253,25
30.55,-10.9,102162,-69.44,21.7,0.42,9.58,0.6,-0.06,0.7,-1.06,-0.59,0.04,1.48,62.36,43.1037536,-70.9942253,25
30.65,-10.9,102195,-72.17,21.7,0.42,9.61,0.66,0.06,0.64,-0.93,-0.6,0.02,1.49,62.27,43.1037536,-70.9942253,25
30.74,-10.9,102195,-72.17,21.7,0.42,9.61,0.66,0.06,0.64,-0.93,-0.6,0.02,1.49,62.27,43.1037536,-70.9942253,25
30.75,-10.9,102168,-69.94,21.7,0.44,9.55,0.69,0,0.64,-0.93,-0.61,0.05,1.49,62.17,43.1037536,-70.9942253,25
30.85,-10.9,102154,-68.78,21.7,0.43,9.59,0.68,0.06,0.76,-0.99,-0.61,0.05,1.47,62.07,43.1037536,-70.9942253,25
30.95,-10.9,102172,-70.27,21.7,0.42,9.56,0.65,0,0.88,-0.99,-0.6,0.04,1.49,61.95,43.1037536,-70.9942253,25
31.05,-10.9,102172,-70.27,21.7,0.42,9.57,0.67,0,0.64,-1.06,-0.6,0.05,1.49,61.85,43.1037536,-70.9942253,25
31.06,-10.9,102172,-70.27,21.7,0.42,9.57,0.67,0,0.64,-1.06,-0.6,0.05,1.49,61.85,43.1037536,-70.9942253,25
31.15,-10.9,102160,-69.28,21.7,0.43,9.59,0.66,0,0.7,-0.93,-0.6,0.04,1.49,61.75,43.1037536,-70.9942253,25
31.25,-10.9,102159,-69.19,21.8,0.46,9.57,0.68,0.06,0.76,-1.06,-0.6,0.05,1.49,61.64,43.1037536,-70.9942253,25
31.26,-10.9,102159,-69.19,21.8,0.46,9.57,0.68,0.06,0.76,-1.06,-0.6,0.05,1.49,61.64,43.1037536,-70.9942253,25
31.26,-10.9,102159,-69.19,21.8,0.46,9.57,0.68,0.06,0.76,-1.06,-0.6,0.05,1.49,61.64,43.1037536,-70.9942253,25
31.35,-10.9,102170,-70.1,21.8,0.42,9.56,0.68,0.06,0.82,-1.06,-0.6,0.05,1.49,61.52,43.1037461,-70.9942192,25
31.38,-10.9,102170,-70.1,21.8,0.42,9.56,0.68,0.06,0.82,-1.06,-0.6,0.05,1.49,61.52,43.1037461,-70.9942192,25
31.45,-10.9,102173,-70.35,21.8,0.45,9.54,0.65,0.06,0.7,-1.06,-0.59,0.04,1.5,61.42,43.1037461,-70.9942192,25
31.55,-10.9,102156,-68.95,21.8,0.46,9.59,0.66,0,0.7,-0.99,-0.61,0.04,1.48,61.32,43.1037461,-70.9942192,25
31.65,-10.9,102170,-70.1,21.8,0.42,9.56,0.65,-0.12,0.76,-0.93,-0.61,0.04,1.48,61.21,43.1037461,-70.9942192,25
31.7,-10.9,102170,-70.1,21.8,0.42,9.56,0.65,-0.12,0.76,-0.93,-0.61,0.04,1.48,61.21,43.1037461,-70.9942192,25
31.75,-10.9,102148,-68.28,21.8,0.42,9.57,0.68,0.06,0.64,-1.06,-0.59,0.04,1.48,61.11,43.1037461,-70.9942192,25
31.85,-10.9,102175,-70.52,21.8,0.44,9.54,0.68,0,0.7,-1.06,-0.59,0.03,1.48,61.01,43.1037461,-70.9942192,25
31.95,-10.9,102155,-68.86,21.8,0.4,9.56,0.63,0,0.76,-0.93,-0.6,0.06,1.49,60.91,43.1037461,-70.9942192,25
32.02,-10.9,102155,-68.86,21.8,0.4,9.56,0.63,0,0.76,-0.93,-0.6,0.06,1.49,60.91,43.1037461,-70.9942192,25
32.05,-10.9,102154,-68.78,21.8,0.44,9.57,0.7,-0.06,0.76,-0.93,-0.61,0.04,1.48,60.8,43.1037461,-70.9942192,25
32.15,-10.9,102160,-69.28,21.8,0.43,9.59,0.58,0,0.7,-1.06,-0.6,0.04,1.48,60.7,43.1037461,-70.9942192,25
32.25,-10.9,102163,-69.52,21.8,0.44,9.56,0.6,0.06,0.82,-0.99,-0.6,0.04,1.47,60.58,43.1037461,-70.9942192,25
32.26,-10.9,102163,-69.52,21.8,0.44,9.56,0.6,0.06,0.82,-0.99,-0.6,0.04,1.47,60.58,43.1037461,-70.9942192,25
32.26,-10.9,102163,-69.52,21.8,0.44,9.56,0.6,0.06,0.82,-0.99,-0.6,0.04,1.47,60.58,43.1037461,-70.9942192,25
32.34,-10.9,102163,-69.52,21.8,0.44,9.56,0.6,0.06,0.82,-0.99,-0.6,0.04,1.47,60.58,43.1037412,-70.9942157,25
32.35,-10.9,102171,-70.19,21.8,0.46,9.57,0.65,0,0.7,-1.06,-0.6,0.04,1.49,60.48,43.1037412,-70.9942157,25
32.45,-10.9,102168,-69.94,21.8,0.43,9.59,0.64,0,0.76,-1.06,-0.6,0.04,1.47,60.37,43.1037412,-70.9942157,25
32.55,-10.9,102174,-70.43,21.8,0.41,9.56,0.64,0.06,0.76,-1.06,-0.61,0.04,1.48,60.26,43.1037412,-70.9942157,25
32.65,-10.9,102163,-69.52,21.8,0.41,9.54,0.63,0,0.64,-1.06,-0.6,0.02,1.48,60.16,43.1037412,-70.9942157,25
32.66,-10.9,102163,-69.52,21.8,0.41,9.54,0.63,0,0.64,-1.06,-0.6,0.02,1.48,60.16,43.1037412,-70.9942157,25
32.75,-10.9,102156,-68.95,21.8,0.43,9.56,0.68,0.06,0.7,-0.93,-0.61,0.05,1.48,60.06,43.1037412,-70.9942157,25
32.85,-10.9,102168,-69.94,21.8,0.43,9.58,0.58,0,0.7,-0.99,-0.59,0.04,1.47,59.96,43.1037412,-70.9942157,25
32.95,-10.9,102159,-69.19,21.8,0.41,9.54,0.7,-0.06,0.82,-0.93,-0.61,0.04,1.48,59.85,43.1037412,-70.9942157,25
32.98,-10.9,102159,-69.19,21.8,0.41,9.54,0.7,-0.06,0.82,-0.93,-0.61,0.04,1.48,59.85,43.1037412,-70.9942157,25
33.05,-10.9,102168,-69.94,21.8,0.45,9.59,0.69,0,0.76,-0.93,-0.6,0.04,1.49,59.75,43.1037412,-70.9942157,25
33.15,-10.9,102165,-69.69,21.8,0.44,9.59,0.68,0,0.76,-1.06,-0.61,0.04,1.5,59.64,43.1037412,-70.9942157,25
33.25,-10.9,102156,-68.95,21.8,0.42,9.55,0.61,0,0.7,-0.93,-0.61,0.05,1.49,59.54,43.1037412,-70.9942157,25
33.26,-10.9,102156,-68.95,21.8,0.42,9.55,0.61,0,0.7,-0.93,-0.61,0.05,1.49,59.54,43.1037412,-70.9942157,25
33.26,-10.9,102156,-68.95,21.8,0.42,9.55,0.61,0,0.7,-0.93,-0.61,0.05,1.49,59.54,43.1037412,-70.9942157,25
33.3,-10.9,102156,-68.95,21.8,0.42,9.55,0.61,0,0.7,-0.93,-0.61,0.05,1.49,59.54,43.1037374,-70.9942123,25
33.35,-10.9,102168,-69.94,21.8,0.44,9.54,0.66,0.13,0.7,-1.06,-0.6,0.04,1.49,59.44,43.1037374,-70.9942123,25
33.45,-10.9,102160,-69.28,21.8,0.43,9.56,0.59,0.06,0.76,-1.12,-0.6,0.04,1.5,59.33,43.1037374,-70.9942123,25
33.55,-10.9,102155,-68.86,21.8,0.46,9.55,0.64,0.13,0.76,-0.93,-0.6,0.04,1.5,59.22,43.1037374,-70.9942123,25
33.62,-10.9,102155,-68.86,21.8,0.46,9.55,0.64,0.13,0.76,-0.93,-0.6,0.04,1.5,59.22,43.1037374,-70.9942123,25
33.65,-10.9,102156,-68.95,21.8,0.42,9.56,0.65,0.13,0.7,-0.99,-0.6,0.04,1.47,59.12,43.1037374,-70.9942123,25
33.75,-10.9,102161,-69.36,21.8,0.42,9.57,0.66,-0.12,0.76,-0.99,-0.61,0.04,1.48,59.01,43.1037374,-70.9942123,25
33.85,-10.9,102175,-70.52,21.8,0.44,9.55,0.63,0,0.64,-0.99,-0.61,0.05,1.49,58.92,43.1037374,-70.9942123,25
33.94,-10.9,102175,-70.52,21.8,0.44,9.55,0.63,0,0.64,-0.99,-0.61,0.05,1.49,58.92,43.1037374,-70.9942123,25
33.95,-10.9,102171,-70.19,21.8,0.42,9.58,0.61,0.06,0.76,-0.99,-0.61,0.04,1.48,58.81,43.1037374,-70.9942123,25
34.05,-10.9,102151,-68.53,21.8,0.42,9.56,0.61,0,0.7,-1.06,-0.6,0.04,1.48,58.71,43.1037374,-70.9942123,25
34.15,-10.9,102180,-70.93,21.8,0.42,9.58,0.63,-0.06,0.82,-0.99,-0.61,0.04,1.47,58.6,43.1037374,-70.9942123,25
34.25,-10.9,102176,-70.6,21.8,0.44,9.58,0.64,0,0.82,-0.93,-0.61,0.05,1.47,58.49,43.1037374,-70.9942123,25
34.26,-10.9,102176,-70.6,21.8,0.44,9.58,0.64,0,0.82,-0.93,-0.61,0.05,1.47,58.49,43.1037335,-70.9942095,26
34.26,-10.9,102176,-70.6,21.8,0.44,9.58,0.64,0,0.82,-0.93,-0.61,0.05,1.47,58.49,43.1037335,-70.9942095,26
34.26,-10.9,102176,-70.6,21.8,0.44,9.58,0.64,0,0.82,-0.93,-0.61,0.05,1.47,58.49,43.1037335,-70.9942095,26
34.35,-10.9,102147,-68.2,21.8,0.44,9.59,0.61,0,0.76,-0.99,-0.61,0.04,1.48,58.38,43.1037335,-70.9942095,26
34.45,-10.9,102166,-69.77,21.8,0.43,9.54,0.65,0,0.7,-1.06,-0.6,0.05,1.48,58.28,43.1037335,-70.9942095,26
34.55,-10.9,102160,-69.28,21.8,0.42,9.58,0.59,0.13,0.7,-0.93,-0.6,0.04,1.47,58.18,43.1037335,-70.9942095,26
34.58,-10.9,102160,-69.28,21.8,0.42,9.58,0.59,0.13,0.7,-0.93,-0.6,0.04,1.47,58.18,43.1037335,-70.9942095,26
34.65,-10.9,102154,-68.78,21.8,0.4,9.56,0.65,0,0.7,-1.06,-0.6,0.04,1.48,58.08,43.1037335,-70.9942095,26
34.75,-10.9,102161,-69.36,21.8,0.41,9.58,0.67,0.06,0.64,-0.99,-0.6,0.04,1.48,57.98,43.1037335,-70.9942095,26
34.85,-10.9,102164,-69.61,21.8,0.46,9.59,0.64,0,0.82,-1.06,-0.6,0.06,1.48,57.87,43.1037335,-70.9942095,26
34.9,-10.9,102164,-69.61,21.8,0.46,9.59,0.64,0,0.82,-1.06,-0.6,0.06,1.48,57.87,43.1037335,-70.9942095,26
34.95,-10.9,102169,-70.02,21.8,0.41,9.58,0.68,0.06,0.76,-0.93,-0.61,0.05,1.49,57.77,43.1037335,-70.9942095,26
35.05,-10.9,102170,-70.1,21.8,0.43,9.55,0.67,0.06,0.64,-1.06,-0.6,0.04,1.48,57.67,43.1037335,-70.9942095,26
35.15,-10.9,102158,-69.11,21.8,0.43,9.5,0.57,0,0.7,-0.93,-0.6,0.04,1.48,57.57,43.1037335,-70.9942095,26
35.22,-10.9,102158,-69.11,21.8,0.43,9.5,0.57,0,0.7,-0.93,-0.6,0.04,1.48,57.57,43.1037335,-70.9942095,26
35.25,-10.9,102167,-69.86,21.8,0.43,9.56,0.58,0,0.76,-0.99,-0.6,0.04,1.48,57.47,43.1037335,-70.9942095,26
35.27,-10.9,102167,-69.86,21.8,0.43,9.56,0.58,0,0.76,-0.99,-0.6,0.04,1.48,57.47,43.1037335,-70.9942095,26
35.27,-10.9,102167,-69.86,21.8,0.43,9.56,0.58,0,0.76,-0.99,-0.6,0.04,1.48,57.47,43.1037335,-70.9942095,26
35.35,-10.9,102168,-69.94,21.8,0.45,9.58,0.68,0.06,0.76,-0.93,-0.61,0.04,1.48,57.36,43.1037302,-70.9942066,26
35.45,-10.9,102176,-70.6,21.8,0.4,9.58,0.63,0,0.76,-1.06,-0.6,0.03,1.49,57.26,43.1037302,-70.9942066,26
35.54,-10.9,102176,-70.6,21.8,0.4,9.58,0.63,0,0.76,-1.06,-0.6,0.03,1.49,57.26,43.1037302,-70.9942066,26
35.55,-10.9,102159,-69.19,21.8,0.45,9.56,0.67,0,0.64,-0.93,-0.61,0.03,1.48,57.16,43.1037302,-70.9942066,26
35.65,-10.9,102178,-70.76,21.8,0.43,9.56,0.67,0.06,0.7,-1.06,-0.6,0.04,1.48,57.06,43.1037302,-70.9942066,26
35.75,-10.9,102155,-68.86,21.8,0.43,9.56,0.67,0.13,0.64,-1.06,-0.61,0.04,1.47,56.97,43.1037302,-70.9942066,26
35.85,-10.9,102168,-69.94,21.8,0.41,9.57,0.68,0,0.76,-1.06,-0.6,0.05,1.48,56.86,43.1037302,-70.9942066,26
35.86,-10.9,102168,-69.94,21.8,0.41,9.57,0.68,0,0.76,-1.06,-0.6,0.05,1.48,56.86,43.1037302,-70.9942066,26
35.95,-10.9,102157,-69.03,21.8,0.45,9.55,0.69,0.06,0.64,-0.99,-0.6,0.04,1.48,56.76,43.1037302,-70.9942066,26
36.05,-10.9,102160,-69.28,21.8,0.45,9.59,0.68,0.06,0.7,-0.99,-0.6,0.03,1.48,56.67,43.1037302,-70.9942066,26
36.15,-10.9,102164,-69.61,21.8,0.47,9.53,0.66,0.06,0.7,-0.99,-0.62,0.05,1.47,56.57,43.1037302,-70.9942066,26
36.18,-10.9,102164,-69.61,21.8,0.47,9.53,0.66,0.06,0.7,-0.99,-0.62,0.05,1.47,56.57,43.1037302,-70.9942066,26
36.25,-10.9,102164,-69.61,21.8,0.44,9.54,0.67,0.06,0.7,-0.93,-0.61,0.04,1.48,56.47,43.1037302,-70.9942066,26
36.26,-10.9,102164,-69.61,21.8,0.44,9.54,0.67,0.06,0.7,-0.93,-0.61,0.04,1.48,56.47,43.1037302,-70.9942066,26
36.26,-10.9,102164,-69.61,21.8,0.44,9.54,0.67,0.06,0.7,-0.93,-0.61,0.04,1.48,56.47,43.1037302,-70.9942066,26
36.35,-10.9,102168,-69.94,21.8,0.44,9.57,0.71,0.19,0.76,-0.93,-0.61,0.04,1.48,56.37,43.1037267,-70.9942044,26
36.45,-10.9,102164,-69.61,21.8,0.43,9.58,0.61,0.06,0.76,-0.99,-0.58,0.03,1.48,56.26,43.1037267,-70.9942044,26
36.5,-10.9,102164,-69.61,21.8,0.43,9.58,0.61,0.06,0.76,-0.99,-0.58,0.03,1.48,56.26,43.1037267,-70.9942044,26
36.55,-10.9,102164,-69.61,21.8,0.45,9.58,0.64,0.06,0.82,-0.93,-0.59,0.04,1.48,56.15,43.1037267,-70.9942044,26
36.65,-10.9,102165,-69.69,21.8,0.43,9.55,0.61,0,0.64,-0.93,-0.6,0.04,1.48,56.06,43.1037267,-70.9942044,26
36.75,-10.9,102177,-70.68,21.8,0.4,9.56,0.7,0,0.7,-0.99,-0.6,0.04,1.48,55.96,43.1037267,-70.9942044,26
36.82,-10.9,102177,-70.68,21.8,0.4,9.56,0.7,0,0.7,-0.99,-0.6,0.04,1.48,55.96,43.1037267,-70.9942044,26
36.85,-10.9,102177,-70.68,21.8,0.44,9.57,0.68,0.06,0.76,-0.93,-0.6,0.04,1.49,55.86,43.1037267,-70.9942044,26
36.95,-10.9,102161,-69.36,21.8,0.44,9.55,0.63,0,0.82,-1.12,-0.6,0.05,1.48,55.74,43.1037267,-70.9942044,26
37.05,-10.9,102166,-69.77,21.8,0.44,9.57,0.62,0.06,0.57,-1.06,-0.6,0.05,1.49,55.65,43.1037267,-70.9942044,26
37.14,-10.9,102166,-69.77,21.8,0.44,9.57,0.62,0.06,0.57,-1.06,-0.6,0.05,1.49,55.65,43.1037267,-70.9942044,26
37.15,-10.9,102177,-70.68,21.8,0.42,9.6,0.68,0.06,0.7,-0.99,-0.6,0.05,1.47,55.56,43.1037267,-70.9942044,26
37.25,-10.9,102167,-69.86,21.8,0.45,9.55,0.64,0.06,0.7,-0.93,-0.6,0.05,1.48,55.46,43.1037267,-70.9942044,26
37.26,-10.9,102167,-69.86,21.8,0.45,9.55,0.64,0.06,0.7,-0.93,-0.6,0.05,1.48,55.46,43.1037267,-70.9942044,26
37.26,-10.9,102167,-69.86,21.8,0.45,9.55,0.64,0.06,0.7,-0.93,-0.6,0.05,1.48,55.46,43.1037267,-70.9942044,26
37.3,-10.9,102167,-69.86,21.8,0.45,9.55,0.64,0.06,0.7,-0.93,-0.6,0.05,1.48,55.46,43.1037232,-70.994203,26
