time,acceleration,pressure,altitude,temperature,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,latitude,longitude,altitude
14.26,-10.35,99584,145.94,21.6,0.27,-4.51,-3.79,-1830.99,11.26,48.87,-0.71,0.01,1.31,103.13,43.1045158,-70.9946483,264
14.26,-10.35,99584,145.94,21.6,0.27,-4.51,-3.79,-1830.99,11.26,48.87,-0.71,0.01,1.31,103.13,43.1045158,-70.9946483,264
14.35,-9.81,99509,152.28,21.6,-0.86,-9.58,18.2,-1956.29,8.69,-84.01,-0.23,0.06,1.79,97.96,43.104432,-70.9945528,245
14.42,-9.81,99509,152.28,21.6,-0.86,-9.58,18.2,-1956.29,8.69,-84.01,-0.23,0.06,1.79,97.96,43.104432,-70.9945528,245
14.45,-9.26,99664,139.19,21.6,-0.4,-12.45,-0.88,-1950.43,53.55,62.67,-0.6,0.08,1.22,90.27,43.104432,-70.9945528,245
14.55,-10.9,99707,135.57,21.6,-0.35,-5.61,18.43,-1946.96,-37.7,-73.51,-0.39,0.12,1.85,84.92,43.104432,-70.9945528,245
14.65,-8.72,99659,139.61,21.6,-1.48,-26.42,6.4,-1960.08,96.83,44.9,-0.45,0.13,1.22,75.43,43.104432,-70.9945528,245
14.74,-8.72,99659,139.61,21.6,-1.48,-26.42,6.4,-1960.08,96.83,44.9,-0.45,0.13,1.22,75.43,43.104432,-70.9945528,245
14.75,-11.44,99717,134.72,21.6,0.85,-2.22,1.24,-1994.01,-80.79,-55.75,-0.54,0.16,1.73,69.8,43.104432,-70.9945528,245
14.85,-8.17,99761,131.01,21.6,-1.83,-20.37,13.41,-1962.46,120.15,-2.03,-0.33,0.17,1.44,60.88,43.104432,-70.9945528,245
14.95,-11.44,99766,130.59,21.6,1.09,-5.52,-3.49,-1983.15,-76.88,21.53,-0.6,0.17,1.46,55.46,43.104432,-70.9945528,245
15.05,-8.72,99644,140.88,21.6,-1.81,-16.09,21.72,-2000.36,81.94,-89.38,-0.36,0.15,1.74,45.94,43.104432,-70.9945528,245
15.06,-8.72,99644,140.88,21.6,-1.81,-16.09,21.72,-2000.36,81.94,-89.38,-0.36,0.15,1.74,45.94,43.104432,-70.9945528,245
15.15,-9.81,99814,126.55,21.6,0.54,-20.24,0.25,-2000.36,17.79,74.75,-0.45,0.16,1.25,38.3,43.104432,-70.9945528,245
15.25,-10.9,99846,123.85,21.5,-0.07,-4.99,18.01,-2000.36,-19.32,-75.34,-0.56,0.14,1.74,31.42,43.104432,-70.9945528,245
15.26,-10.9,99846,123.85,21.5,-0.07,-4.99,18.01,-2000.36,-19.32,-75.34,-0.56,0.14,1.74,31.42,43.104432,-70.9945528,245
15.26,-10.9,99846,123.85,21.5,-0.07,-4.99,18.01,-2000.36,-19.32,-75.34,-0.56,0.14,1.74,31.42,43.104432,-70.9945528,245
15.35,-8.72,99898,119.47,21.6,-1.51,-25.77,14.76,-2000.36,92.01,-2.22,-0.27,0.13,1.51,23.49,43.104328,-70.9944964,225
15.38,-8.72,99898,119.47,21.6,-1.51,-25.77,14.76,-2000.36,92.01,-2.22,-0.27,0.13,1.51,23.49,43.104328,-70.9944964,225
15.45,-10.9,99851,123.43,21.5,0.94,-4.43,4.08,-2000.36,-38.61,30.07,-0.61,0.12,1.31,20.82,43.104328,-70.9944964,225
15.55,-9.26,99784,129.07,21.5,-1.3,-16.51,20.68,-2000.36,34.27,-86.57,-0.43,0.13,1.85,20.05,43.104328,-70.9944964,225
15.65,-9.26,99893,119.89,21.5,-0.51,-26.16,7.11,-2000.36,62.16,49.97,-0.33,0.11,1.26,27.27,43.104328,-70.9944964,225
15.7,-9.26,99893,119.89,21.5,-0.51,-26.16,7.11,-2000.36,62.16,49.97,-0.33,0.11,1.26,27.27,43.104328,-70.9944964,225
15.75,-10.9,99984,112.23,21.5,0.77,-0.28,5.74,-2000.36,-54.11,-28.28,-0.68,0.1,1.53,32.66,43.104328,-70.9944964,225
15.85,-8.72,99962,114.08,21.5,-1.79,-24.68,19.14,-2000.36,65.46,-58.31,-0.29,0.1,1.8,40.81,43.104328,-70.9944964,225
15.95,-9.81,100051,106.59,21.5,-0.16,-18.88,1.1,-2000.36,27.61,44.17,-0.44,0.08,1.13,41.99,43.104328,-70.9944964,225
16.02,-9.81,100051,106.59,21.5,-0.16,-18.88,1.1,-2000.36,27.61,44.17,-0.44,0.08,1.13,41.99,43.104328,-70.9944964,225
16.05,-10.35,100085,103.74,21.5,-0.26,-7.17,18.71,-2000.36,-20.61,-49.64,-0.65,0.08,1.74,45.95,43.104328,-70.9944964,225
16.15,-8.72,100107,101.89,21.5,-1.7,-24.82,19,-2000.36,80.59,-22.11,-0.21,0.06,1.64,44.58,43.104328,-70.9944964,225
16.25,-10.35,100128,100.12,21.5,0.45,-12.6,0.92,-2000.36,-18.96,48.51,-0.58,0.03,1.12,41.48,43.104328,-70.9944964,225
16.26,-10.35,100128,100.12,21.5,0.45,-12.6,0.92,-2000.36,-18.96,48.51,-0.58,0.03,1.12,41.48,43.104328,-70.9944964,225
16.26,-10.35,100128,100.12,21.5,0.45,-12.6,0.92,-2000.36,-18.96,48.51,-0.58,0.03,1.12,41.48,43.104328,-70.9944964,225
16.34,-10.35,100128,100.12,21.5,0.45,-12.6,0.92,-2000.36,-18.96,48.51,-0.58,0.03,1.12,41.48,43.1042566,-70.9944725,204
16.35,-9.81,100168,96.76,21.5,-1.05,-7.62,18.08,-2000.36,15.77,-113.18,-0.56,0.04,1.93,37.3,43.1042566,-70.9944725,204
16.45,-8.72,100140,99.11,21.5,-1.34,-26.02,10.54,-2000.36,93.96,52.53,-0.46,-0.02,1.07,28.06,43.1042566,-70.9944725,204
16.55,-11.44,100116,101.13,21.5,1.02,-5.19,1.98,-2000.36,-69.56,-3.13,-0.67,-0.06,1.14,22.21,43.1042566,-70.9944725,204
16.65,-8.72,100049,106.76,21.5,-1.76,-15.01,26.31,-2000.36,63.75,-86.63,-0.47,-0.07,2.02,11.47,43.1042566,-70.9944725,204
16.66,-8.72,100049,106.76,21.5,-1.76,-15.01,26.31,-2000.36,63.75,-86.63,-0.47,-0.07,2.02,11.47,43.1042566,-70.9944725,204
16.75,-8.72,100138,99.28,21.5,-0.86,-27.62,-1.41,-2000.36,60.57,52.6,-0.21,-0.11,1.24,10.7,43.1042566,-70.9944725,204
16.85,-11.44,100211,93.15,21.5,1.1,-7.13,3.8,-2000.36,-54.3,12.37,-0.76,-0.12,1.33,15.35,43.1042566,-70.9944725,204
16.95,-8.72,100159,97.52,21.5,-1.2,-13.58,24.66,-2000.36,26.7,-95.97,-0.38,-0.09,2.01,25.11,43.1042566,-70.9944725,204
16.98,-8.72,100159,97.52,21.5,-1.2,-13.58,24.66,-2000.36,26.7,-95.97,-0.38,-0.09,2.01,25.11,43.1042566,-70.9944725,204
17.05,-8.72,100291,86.43,21.5,-1.78,-32.08,15.25,-2000.36,87.86,5.9,-0.24,-0.11,1.19,26.41,43.1042566,-70.9944725,204
17.15,-10.9,100315,84.42,21.5,1.07,-10.09,1.04,-2000.36,-24.39,55.1,-0.75,-0.09,1.32,23.67,43.1042566,-70.9944725,204
17.25,-10.9,100401,77.2,21.5,-0.33,-3.05,17.19,-2000.36,-19.14,-96.09,-0.42,-0.06,2.01,19.49,43.1042566,-70.9944725,204
17.26,-10.9,100401,77.2,21.5,-0.33,-3.05,17.19,-2000.36,-19.14,-96.09,-0.42,-0.06,2.01,19.49,43.1042566,-70.9944725,204
17.26,-10.9,100401,77.2,21.5,-0.33,-3.05,17.19,-2000.36,-19.14,-96.09,-0.42,-0.06,2.01,19.49,43.1042566,-70.9944725,204
17.3,-10.9,100401,77.2,21.5,-0.33,-3.05,17.19,-2000.36,-19.14,-96.09,-0.42,-0.06,2.01,19.49,43.1042117,-70.9944047,184
17.35,-6.54,102502,-97.52,21.5,22,-17.4,26.46,-2000.36,83.4,-26.2,-0.19,-0.05,1.35,10.75,43.1042117,-70.9944047,184
17.39,-6.54,102502,-97.52,21.5,22,-17.4,26.46,-2000.36,83.4,-26.2,-0.19,-0.05,1.35,10.75,43.1042117,-70.9944047,184
17.45,14.17,100314,84.5,21.5,-2.94,-25.57,-11.31,-2000.36,-24.7,45.09,-0.68,-0.04,1.18,6.35,43.1042117,-70.9944047,184
17.55,-9.81,100448,73.26,21.5,-0.87,-5.89,19.9,-2000.36,-5.1,-0.99,-0.45,0,2.02,6.69,43.1042117,-70.9944047,184
17.62,-9.81,100448,73.26,21.5,-0.87,-5.89,19.9,-2000.36,-5.1,-0.99,-0.45,0,2.02,6.69,43.1042117,-70.9944047,184
17.65,-8.72,100488,69.91,21.6,-1.94,-24.55,14.82,-2000.36,36.22,-24.8,-0.29,-0.01,1.18,10.88,43.1042117,-70.9944047,184
17.75,-9.26,100480,70.58,21.6,-1.65,-4.97,6.43,-2000.36,-15.66,4.62,-0.73,0.01,1.63,11.97,43.1042117,-70.9944047,184
17.85,-0.54,100484,70.24,21.6,-13.46,-16.68,14.97,-2000.36,67.35,-69.72,-0.19,0.03,1.73,20.62,43.1042117,-70.9944047,184
17.94,-0.54,100484,70.24,21.6,-13.46,-16.68,14.97,-2000.36,67.35,-69.72,-0.19,0.03,1.73,20.62,43.1042117,-70.9944047,184
17.95,-8.72,100548,64.88,21.6,-2.03,-20.77,-3.29,-1957.27,-5.22,64.5,-0.65,0.02,1.21,27.1,43.1042117,-70.9944047,184
18.05,-8.17,100579,62.28,21.6,-1.83,-2.18,16.27,-1759.08,12.72,-52.02,-0.31,0.06,1.91,32.02,43.1042117,-70.9944047,184
18.15,-8.72,100598,60.69,21.6,-1.41,-15.27,-2.39,-1728.69,36.1,32.82,-0.62,0.05,1.2,35.66,43.1042117,-70.9944047,184
18.25,-8.17,100618,59.02,21.6,-1.99,3.68,14.18,-1537.09,-4.55,-44.45,-0.25,0.09,1.82,40.12,43.1042117,-70.9944047,184
18.26,-8.17,100618,59.02,21.6,-1.99,3.68,14.18,-1537.09,-4.55,-44.45,-0.25,0.09,1.82,40.12,43.1041398,-70.9943297,162
18.26,-8.17,100618,59.02,21.6,-1.99,3.68,14.18,-1537.09,-4.55,-44.45,-0.25,0.09,1.82,40.12,43.1041398,-70.9943297,162
18.26,-8.17,100618,59.02,21.6,-1.99,3.68,14.18,-1537.09,-4.55,-44.45,-0.25,0.09,1.82,40.12,43.1041398,-70.9943297,162
18.35,-9.26,100671,54.58,21.6,-0.99,-4.43,-2.85,-1374.92,0.7,57.6,-0.69,0.09,1.5,45.39,43.1041398,-70.9943297,162
18.45,-7.63,100734,49.31,21.6,-2.16,-10.79,8.59,-1305.21,91.4,-41.95,-0.28,0.13,1.38,55.44,43.1041398,-70.9943297,162
18.55,-9.81,100732,49.48,21.6,-1.09,2.72,6.03,-1289.95,-64.06,-72.71,-0.49,0.16,1.82,64.33,43.1041398,-70.9943297,162
18.58,-9.81,100732,49.48,21.6,-1.09,2.72,6.03,-1289.95,-64.06,-72.71,-0.49,0.16,1.82,64.33,43.1041398,-70.9943297,162
18.65,-9.81,100736,49.15,21.6,-0.06,-12.86,-5.35,-1233.92,-8.4,115.28,-0.54,0.17,1.33,75.43,43.1041398,-70.9943297,162
18.75,-8.17,100692,52.83,21.6,-1.85,-13.58,19.74,-1336.65,94.75,-33.65,-0.3,0.18,1.62,84.55,43.1041398,-70.9943297,162
18.85,-10.35,100796,44.13,21.6,0.26,10.41,0.95,-1258.4,-75.66,-13.63,-0.59,0.17,1.64,92.16,43.1041398,-70.9943297,162
18.9,-10.35,100796,44.13,21.6,0.26,10.41,0.95,-1258.4,-75.66,-13.63,-0.59,0.17,1.64,92.16,43.1041398,-70.9943297,162
18.95,-8.72,100784,45.13,21.6,-1.49,-16.74,-6.33,-1237.77,88.59,44.72,-0.41,0.18,1.33,100.76,43.1041398,-70.9943297,162
19.05,-7.63,100831,41.2,21.6,-2.37,-1.64,13.68,-1266.76,-8.52,-82.66,-0.39,0.19,1.69,108.01,43.1041398,-70.9943297,162
19.15,-9.81,100861,38.7,21.6,-0.41,1.18,-4.78,-1191.44,-53.5,43.99,-0.55,0.2,1.48,114.16,43.1041398,-70.9943297,162
19.22,-9.81,100861,38.7,21.6,-0.41,1.18,-4.78,-1191.44,-53.5,43.99,-0.55,0.2,1.48,114.16,43.1041398,-70.9943297,162
19.25,-7.63,100927,33.18,21.6,-2.15,-14.91,2.85,-1131.44,88.96,44.54,-0.36,0.2,1.5,123.24,43.1041398,-70.9943297,162
19.26,-7.63,100927,33.18,21.6,-2.15,-14.91,2.85,-1131.44,88.96,44.54,-0.36,0.2,1.5,123.24,43.1041398,-70.9943297,162
19.26,-7.63,100927,33.18,21.6,-2.15,-14.91,2.85,-1131.44,88.96,44.54,-0.36,0.2,1.5,123.24,43.1041398,-70.9943297,162
19.35,-6.54,100913,34.35,21.6,-3.42,-0.66,11.01,-1029.45,16.08,-92.86,-0.5,0.18,1.72,132.11,43.1040508,-70.9943184,140
19.45,-9.26,100911,34.52,21.6,-1.32,5.13,-3.85,-1025.36,-109.6,25.01,-0.56,0.16,1.33,141.42,43.1040508,-70.9943184,140
19.54,-9.26,100911,34.52,21.6,-1.32,5.13,-3.85,-1025.36,-109.6,25.01,-0.56,0.16,1.33,141.42,43.1040508,-70.9943184,140
19.55,-8.17,100945,31.68,21.6,-2.17,-17.9,-0.18,-922.88,72.41,97.58,-0.25,0.13,1.47,148.3,43.1040508,-70.9943184,140
19.65,-7.63,100988,28.09,21.6,-2.67,-8.08,14.43,-997.1,38.17,-77.47,-0.41,0.12,1.88,147.58,43.1040508,-70.9943184,140
19.75,-8.72,101010,26.25,21.6,-4.83,11.01,3.12,-893.21,-49.48,-28.22,-0.7,0.1,1.57,147.29,43.1040508,-70.9943184,140
19.85,-8.72,101056,22.42,21.6,-1.65,-0.14,-8.66,-753.93,-45.33,70.24,-0.47,0.07,1.16,145.65,43.1040508,-70.9943184,140
19.86,-8.72,101056,22.42,21.6,-1.65,-0.14,-8.66,-753.93,-45.33,70.24,-0.47,0.07,1.16,145.65,43.1040508,-70.9943184,140
19.95,-5.99,101023,25.17,21.6,-4.99,-11.03,-6.02,-414.44,-9.25,20.55,-0.19,0.07,1.42,147.32,43.1040508,-70.9943184,140
20.05,-8.17,101119,17.16,21.6,-2.07,-13.95,0.17,-256.47,-56.8,8.65,-0.17,0.05,1.62,150.24,43.1040508,-70.9943184,140
20.15,-3.81,101168,13.08,21.6,-6.06,-17.14,1.5,-368.9,-63.7,19.7,-0.22,0.06,1.78,150.64,43.1040508,-70.9943184,140
20.18,-3.81,101168,13.08,21.6,-6.06,-17.14,1.5,-368.9,-63.7,19.7,-0.22,0.06,1.78,150.64,43.1040508,-70.9943184,140
20.25,-8.17,101166,13.24,21.6,-2.09,-9.16,6.56,-271.31,-10.6,-100.3,-0.34,0.09,1.88,143.47,43.1040508,-70.9943184,140
20.25,-8.17,101166,13.24,21.6,-2.09,-9.16,6.56,-271.31,-10.6,-100.3,-0.34,0.09,1.88,143.47,43.1040508,-70.9943184,140
20.25,-8.17,101166,13.24,21.6,-2.09,-9.16,6.56,-271.31,-10.6,-100.3,-0.34,0.09,1.88,143.47,43.1040508,-70.9943184,140
20.35,-8.17,101177,12.33,21.6,-1.85,-0.34,5.66,-103.27,0.7,-119.22,-0.5,0.1,1.9,138.61,43.1040004,-70.9943194,118
20.45,-6.54,101232,7.74,21.6,-4.76,2.49,10.29,65.86,25.97,-85.23,-0.52,0.07,1.91,137.26,43.1040004,-70.9943194,118
20.5,-6.54,101232,7.74,21.6,-4.76,2.49,10.29,65.86,25.97,-85.23,-0.52,0.07,1.91,137.26,43.1040004,-70.9943194,118
20.55,-7.63,101240,7.08,21.6,-2.74,4.02,8.49,-89.48,16.44,-64.05,-0.55,0.05,1.9,134.36,43.1040004,-70.9943194,118
20.65,-8.17,101245,6.66,21.6,-2.02,7.76,6.7,-343.76,-5.77,-95.24,-0.66,0.03,1.83,128.08,43.1040004,-70.9943194,118
20.75,-7.08,101267,4.83,21.6,-1.66,11.19,-5.47,-457.22,-105.51,-46.35,-0.78,-0.01,1.49,117.04,43.1040004,-70.9943194,118
20.82,-7.08,101267,4.83,21.6,-1.66,11.19,-5.47,-457.22,-105.51,-46.35,-0.78,-0.01,1.49,117.04,43.1040004,-70.9943194,118
20.85,-7.63,101278,3.91,21.6,-3.68,11.92,-9.48,116.16,-68.52,63.58,-0.76,-0.02,1.37,107.74,43.1040004,-70.9943194,118
20.95,-8.17,101317,0.67,21.6,-2.25,11.68,-0.14,555.14,-92.57,55.22,-0.78,0.01,1.54,97.01,43.1040004,-70.9943194,118
21.05,-3.81,101365,-3.33,21.6,-2.2,5.56,9.83,798.18,-54.6,-49.21,-0.51,0.03,1.94,89.84,43.1040004,-70.9943194,118
21.14,-3.81,101365,-3.33,21.6,-2.2,5.56,9.83,798.18,-54.6,-49.21,-0.51,0.03,1.94,89.84,43.1040004,-70.9943194,118
21.15,-7.08,101398,-6.07,21.6,-3,-3.15,11.91,658.47,22.91,-24.43,-0.22,0.05,1.79,86.77,43.1040004,-70.9943194,118
21.25,-7.08,101424,-8.24,21.6,-3.15,-12.26,3.08,553.98,-4.19,13.96,-0.19,0.03,1.34,87.31,43.1040004,-70.9943194,118
21.26,-7.08,101424,-8.24,21.6,-3.15,-12.26,3.08,553.98,-4.19,13.96,-0.19,0.03,1.34,87.31,43.1040004,-70.9943194,118
21.26,-7.08,101424,-8.24,21.6,-3.15,-12.26,3.08,553.98,-4.19,13.96,-0.19,0.03,1.34,87.31,43.1040004,-70.9943194,118
21.35,-5.99,101440,-9.57,21.6,-4.15,-7.78,-11.19,626.67,-18.1,-15.03,-0.4,0.03,1.13,89.62,43.1039639,-70.9942694,95
21.45,-7.63,101493,-13.98,21.6,-2.39,5.1,-5.32,758.75,17.85,-14.24,-0.75,0.04,1.37,91.63,43.1039639,-70.9942694,95
21.46,-7.63,101493,-13.98,21.6,-2.39,5.1,-5.32,758.75,17.85,-14.24,-0.75,0.04,1.37,91.63,43.1039639,-70.9942694,95
21.55,-7.08,101534,-17.38,21.6,-2.6,4.13,9.19,817.78,12.78,32.88,-0.59,0.03,1.89,93.4,43.1039639,-70.9942694,95
21.65,-7.63,101559,-19.46,21.6,-2.22,-2.18,8.06,458.7,-17.25,48.93,-0.26,0.03,1.9,98.32,43.1039639,-70.9942694,95
21.75,-7.08,101607,-23.45,21.6,-2.93,-6.43,4.69,253.31,-56.19,46.49,-0.14,0.01,1.64,105.59,43.1039639,-70.9942694,95
21.78,-7.08,101607,-23.45,21.6,-2.93,-6.43,4.69,253.31,-56.19,46.49,-0.14,0.01,1.64,105.59,43.1039639,-70.9942694,95
21.85,-7.63,101646,-26.69,21.6,-2.58,-7.36,2.72,-212.53,-31.1,27.2,-0.13,0,1.62,109.38,43.1039639,-70.9942694,95
21.95,-7.08,101657,-27.6,21.6,-3.49,-7.18,6.59,-518.69,43.85,9.81,-0.21,-0.01,1.86,106.54,43.1039639,-70.9942694,95
22.05,-6.54,101636,-25.86,21.6,-3.43,-1.02,11.23,-442.45,37.75,-37.37,-0.47,-0.04,2,102.74,43.1039639,-70.9942694,95
22.1,-6.54,101636,-25.86,21.6,-3.43,-1.02,11.23,-442.45,37.75,-37.37,-0.47,-0.04,2,102.74,43.1039639,-70.9942694,95
22.15,-8.17,101654,-27.35,21.6,-2.07,10.75,6.63,-654.74,-19.87,-74.3,-0.73,-0.07,1.79,95.91,43.1039639,-70.9942694,95
22.25,-9.26,101691,-30.42,21.6,-1.52,6.41,-10.51,-518.63,-93.54,40.75,-0.75,-0.09,1.25,85.77,43.1039639,-70.9942694,95
22.27,-9.26,101691,-30.42,21.6,-1.52,6.41,-10.51,-518.63,-93.54,40.75,-0.75,-0.09,1.25,85.77,43.1039639,-70.9942694,95
22.27,-9.26,101691,-30.42,21.6,-1.52,6.41,-10.51,-518.63,-93.54,40.75,-0.75,-0.09,1.25,85.77,43.1039639,-70.9942694,95
22.35,-8.72,101735,-34.07,21.6,-1.35,-14.76,-12.5,-806.05,32.01,92.39,-0.44,-0.11,1.05,78.29,43.1038961,-70.9942174,73
22.42,-8.72,101735,-34.07,21.6,-1.35,-14.76,-12.5,-806.05,32.01,92.39,-0.44,-0.11,1.05,78.29,43.1038961,-70.9942174,73
22.45,-8.17,101808,-40.13,21.6,-2.64,-17.3,9.15,-557.08,45.25,-42.38,-0.15,-0.07,1.37,76.65,43.1038961,-70.9942174,73
22.55,-4.36,101785,-38.22,21.6,-10.46,-6.85,9.71,-591.26,-84.33,-90.35,-0.23,-0.01,1.9,80.96,43.1038961,-70.9942174,73
22.65,-8.72,101856,-44.11,21.6,-1.26,4.06,4.58,-416.51,-104.23,-44.94,-0.47,0.05,1.96,78.32,43.1038961,-70.9942174,73
22.74,-8.72,101856,-44.11,21.6,-1.26,4.06,4.58,-416.51,-104.23,-44.94,-0.47,0.05,1.96,78.32,43.1038961,-70.9942174,73
22.75,-4.9,101871,-45.35,21.6,-6.28,2.24,-16.31,-276.98,-116.31,12.56,-0.65,0.08,1.75,73.66,43.1038961,-70.9942174,73
22.85,-5.99,101882,-46.26,21.6,-6.18,5.3,-13.72,261.61,-31.71,64.38,-0.67,0.11,1.68,74.78,43.1038961,-70.9942174,73
22.95,-7.63,101962,-52.89,21.6,-2.3,3.58,0.09,600.3,-40.38,49.97,-0.49,0.13,1.81,77.44,43.1038961,-70.9942174,73
23.05,-5.99,101980,-54.38,21.6,-3.88,3.03,5.88,379.78,-23.54,1.93,-0.3,0.16,1.74,78.92,43.1038961,-70.9942174,73
23.06,-5.99,101980,-54.38,21.6,-3.88,3.03,5.88,379.78,-23.54,1.93,-0.3,0.16,1.74,78.92,43.1038961,-70.9942174,73
23.15,-7.08,102014,-57.2,21.6,-2.86,1.57,3.42,27.9,-1.5,-47.38,-0.28,0.15,1.67,77.68,43.1038961,-70.9942174,73
23.25,-7.63,101997,-55.79,21.6,-2.6,3.75,4.46,1.41,55.26,-110.43,-0.31,0.18,1.68,69.96,43.1038961,-70.9942174,73
23.26,-7.63,101997,-55.79,21.6,-2.6,3.75,4.46,1.41,55.26,-110.43,-0.31,0.18,1.68,69.96,43.1038961,-70.9942174,73
23.26,-7.63,101997,-55.79,21.6,-2.6,3.75,4.46,1.41,55.26,-110.43,-0.31,0.18,1.68,69.96,43.1038961,-70.9942174,73
23.35,-7.63,101967,-53.3,21.6,-2.06,12.67,6.36,-299.93,19.37,-153.77,-0.41,0.19,1.73,66.12,43.1037912,-70.9941999,50
23.38,-7.63,101967,-53.3,21.6,-2.06,12.67,6.36,-299.93,19.37,-153.77,-0.41,0.19,1.73,66.12,43.1037912,-70.9941999,50
23.45,-8.72,101945,-51.48,21.6,-1.58,22.46,-3.15,-214.42,-58.69,-72.47,-0.57,0.18,1.67,67.24,43.1037912,-70.9941999,50
23.55,-11.44,102173,-70.35,21.6,4.08,-11.29,8.15,-824.67,61.61,1.26,-0.6,0.05,1.18,63.62,43.1037912,-70.9941999,50
23.65,-10.35,102166,-69.77,21.6,0.31,-1.87,0.6,-658.4,48.98,0.96,-0.23,0.09,1.04,67.28,43.1037912,-70.9941999,50
23.7,-10.35,102166,-69.77,21.6,0.31,-1.87,0.6,-658.4,48.98,0.96,-0.23,0.09,1.04,67.28,43.1037912,-70.9941999,50
23.75,-10.35,102167,-69.86,21.6,-0.26,-1.21,1.47,-611.53,14.49,1.2,-0.03,0.11,1.46,68.56,43.1037912,-70.9941999,50
23.85,-8.72,102164,-69.61,21.6,-1.03,-1.33,0.47,-595.6,-28.17,1.08,-0.05,0.12,1.57,68.22,43.1037912,-70.9941999,50
23.95,-14.71,102175,-70.52,21.6,0.85,0.78,2.09,-596.02,-50.09,1.02,-0.47,0.15,1.74,72.31,43.1037912,-70.9941999,50
24.02,-14.71,102175,-70.52,21.6,0.85,0.78,2.09,-596.02,-50.09,1.02,-0.47,0.15,1.74,72.31,43.1037912,-70.9941999,50
24.05,-51.76,102146,-68.12,21.6,4.57,53.51,1.65,23.44,44.7,1.08,-0.63,0.05,1.46,68.35,43.1037912,-70.9941999,50
24.15,-10.9,102170,-70.1,21.6,1.11,0.19,-0.67,-2.19,-2.17,1.08,-0.69,0.04,1.47,68.59,43.1037912,-70.9941999,50
24.25,-11.44,102173,-70.35,21.6,0.57,7.79,-0.7,-11.72,-5.59,1.02,-0.61,0.03,1.47,69.14,43.1037912,-70.9941999,50
24.26,-11.44,102173,-70.35,21.6,0.57,7.79,-0.7,-11.72,-5.59,1.02,-0.61,0.03,1.47,69.14,43.1037912,-70.9941999,50
24.26,-11.44,102173,-70.35,21.6,0.57,7.79,-0.7,-11.72,-5.59,1.02,-0.61,0.03,1.47,69.14,43.1037912,-70.9941999,50
24.34,-11.44,102173,-70.35,21.6,0.57,7.79,-0.7,-11.72,-5.59,1.02,-0.61,0.03,1.47,69.14,43.1037907,-70.9942476,32
24.35,-11.44,102153,-68.7,21.6,0.96,11.34,0.87,11.72,-1.2,-4.11,-0.6,0.03,1.49,69.07,43.1037907,-70.9942476,32
24.45,-10.9,102173,-70.35,21.6,0.41,9.61,0.88,-0.3,1.18,-0.81,-0.6,0.05,1.49,68.93,43.1037907,-70.9942476,32
24.55,-10.9,102166,-69.77,21.6,0.43,9.59,0.76,0.25,0.7,-1.18,-0.6,0.05,1.48,68.82,43.1037907,-70.9942476,32
24.65,-10.9,102160,-69.28,21.6,0.45,9.52,0.69,-0.12,0.7,-0.87,-0.61,0.04,1.48,68.72,43.1037907,-70.9942476,32
24.66,-10.9,102160,-69.28,21.6,0.45,9.52,0.69,-0.12,0.7,-0.87,-0.61,0.04,1.48,68.72,43.1037907,-70.9942476,32
24.75,-10.9,102153,-68.7,21.6,0.41,9.54,0.68,0.06,0.7,-1.06,-0.6,0.05,1.49,68.61,43.1037907,-70.9942476,32
24.85,-10.9,102162,-69.44,21.6,0.45,9.56,0.66,0.13,0.7,-1.06,-0.61,0.04,1.5,68.51,43.1037907,-70.9942476,32
24.95,-10.9,102177,-70.68,21.6,0.38,9.59,0.69,0.06,0.88,-1.12,-0.61,0.04,1.49,68.38,43.1037907,-70.9942476,32
24.98,-10.9,102177,-70.68,21.6,0.38,9.59,0.69,0.06,0.88,-1.12,-0.61,0.04,1.49,68.38,43.1037907,-70.9942476,32
25.05,-10.9,102156,-68.95,21.6,0.41,9.58,0.6,-0.06,0.76,-0.99,-0.6,0.05,1.48,68.27,43.1037907,-70.9942476,32
25.15,-10.9,102159,-69.19,21.6,0.44,9.58,0.69,0,0.7,-1.18,-0.6,0.05,1.48,68.16,43.1037907,-70.9942476,32
25.25,-10.9,102183,-71.18,21.6,0.43,9.56,0.73,-0.06,0.7,-1.06,-0.6,0.04,1.48,68.05,43.1037907,-70.9942476,32
25.26,-10.9,102183,-71.18,21.6,0.43,9.56,0.73,-0.06,0.7,-1.06,-0.6,0.04,1.48,68.05,43.1037907,-70.9942476,32
25.26,-10.9,102183,-71.18,21.6,0.43,9.56,0.73,-0.06,0.7,-1.06,-0.6,0.04,1.48,68.05,43.1037907,-70.9942476,32
25.3,-10.9,102183,-71.18,21.6,0.43,9.56,0.73,-0.06,0.7,-1.06,-0.6,0.04,1.48,68.05,43.1038417,-70.9942856,26
25.35,-10.9,102174,-70.43,21.6,0.44,9.53,0.65,0,0.76,-0.87,-0.59,0.04,1.49,67.95,43.1038417,-70.9942856,26
25.45,-10.9,102170,-70.1,21.6,0.43,9.53,0.75,0.13,0.64,-1.06,-0.61,0.04,1.48,67.85,43.1038417,-70.9942856,26
25.55,-10.9,102171,-70.19,21.6,0.45,9.53,0.71,0,0.76,-1.06,-0.6,0.04,1.47,67.73,43.1038417,-70.9942856,26
