#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 5129, 3,KB0G,    -0.30, 3,   boost,   -0.00,  84026.00, 1551.21,   -1.36,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.29, 3,   boost,   -0.00,  84020.00, 1551.79,   -0.78,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.28, 3,   boost,   -0.00,  84017.00, 1552.08,   -0.48,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.27, 3,   boost,   -0.00,  84019.00, 1551.89,   -0.68,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.26, 3,   boost,   -0.00,  84021.00, 1551.69,   -0.87,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.25, 3,   boost,   -0.00,  84007.00, 1553.05,    0.48,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.24, 3,   boost,   -0.00,  84006.00, 1553.15,    0.58,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.23, 3,   boost,   -0.00,  84010.00, 1552.76,    0.19,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.22, 3,   boost,   -0.00,  84031.00, 1550.72,   -1.84,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.21, 3,   boost,   -0.00,  84023.00, 1551.50,   -1.07,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.20, 3,   boost,   -0.00,  84013.00, 1552.47,   -0.10,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.19, 3,   boost,   -0.00,  84029.00, 1550.92,   -1.65,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.18, 3,   boost,   -0.00,  84021.00, 1551.69,   -0.87,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.17, 3,   boost,   -0.00,  84010.00, 1552.76,    0.19,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.16, 3,   boost,   -0.00,  84032.00, 1550.63,   -1.94,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.15, 3,   boost,   -0.00,  84032.00, 1550.63,   -1.94,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.14, 3,   boost,   -0.00,  84022.00, 1551.60,   -0.97,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
6, 5129, 3,KB0G,    -0.13, 3,   boost,   -0.00,  84022.00, 1551.60,   -0.97,    0.00, 34.0, 4.15, 0.00, 4.17, 1, 1,  9,  38.1559027,-104.8089566,  1667.0, 2020,  8,  1, 17, 46, 45,        0,        0,   0,   0,   1.9,2147483647.0,2147483647.0,  0, 29,  0,  0, 30, 28,  0,  0, 10,  0,  0, 33,  0,  0,  0,  0,  0,  0, 26,  0,  0,  0,  0,  0, 29,  0,  0,  0, 28,  0, 30,  0
