time,acceleration,pressure,altitude,height,speed,temperature,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,latitude,longitude,altitude
-0.18,0,98834,209.45,-1.27,0,38.2,9.87,-0.05,0.33,2.52,0.09,0.1,0.23,0.09,0.18,1.6,45.5438795,-92.9300688,259
-0.17,0,98821,210.56,-0.17,0,38.2,9.86,-0.08,0.28,2.64,-0.03,-0.02,0.23,0.09,0.18,1.6,45.5438795,-92.9300688,259
-0.16,0,98805,211.91,1.19,0,38.2,9.84,-0.06,0.3,2.95,0.15,0.04,0.24,0.09,0.18,1.6,45.5438795,-92.9300688,259
-0.15,0,98833,209.54,-1.19,0,38.2,9.88,-0.03,0.34,2.83,0.03,-0.02,0.23,0.1,0.17,1.6,45.5438795,-92.9300688,259
-0.14,0,98822,210.47,-0.25,0,38.2,9.84,-0.07,0.3,2.58,-0.09,-0.02,0.24,0.1,0.18,1.6,45.5438795,-92.9300688,259
-0.13,0,98812,211.32,0.59,0,38.2,10.03,-0.06,0.16,2.64,-0.22,-0.08,0.23,0.08,0.18,1.6,45.5438795,-92.9300688,259
-0.12,0,98831,209.71,-1.02,0,38.2,9.79,-0.01,0.17,3.07,-0.03,-0.02,0.23,0.09,0.18,1.6,45.5438795,-92.9300688,259
-0.11,0,98819,210.73,0,0,38.2,9.85,-0.03,0.29,3.92,-0.09,0.04,0.22,0.1,0.18,1.6,45.5438795,-92.9300688,259
-0.1,0,98823,210.39,-0.34,0,38.2,9.76,0.04,0.21,4.6,-0.28,0.1,0.23,0.08,0.18,1.6,45.5438795,-92.9300688,259
-0.09,0,98817,210.9,0.17,0,38.2,9.9,-0.09,0.16,5.94,-0.22,0.04,0.24,0.09,0.18,1.6,45.5438795,-92.9300688,259
-0.08,0,98818,210.81,0.08,0,38.2,9.83,0,-0.14,6.12,-0.09,0.1,0.23,0.08,0.18,1.6,45.5438795,-92.9300688,259
-0.07,0,98821,210.56,-0.17,0,38.2,9.84,0.27,0.24,4.96,-0.28,-0.02,0.23,0.08,0.18,1.6,45.5438795,-92.9300688,259
-0.06,0,98819,210.73,0,0.01,38.2,10.01,-0.43,0.36,4.54,0.03,-0.08,0.23,0.08,0.19,1.6,45.5438795,-92.9300688,259
-0.05,0,98819,210.73,0,0.06,38.2,9.78,-0.13,0.48,5.51,0.03,0.04,0.23,0.1,0.18,1.6,45.5438795,-92.9300688,259
-0.04,0,98830,209.79,-0.93,0.28,38.2,9.83,-0.11,0.22,7.04,-0.09,-0.02,0.23,0.09,0.19,1.6,45.5438795,-92.9300688,259
-0.03,0.54,98808,211.66,0.93,0.84,38.1,9.88,0.07,0.27,6.73,-0.09,-0.02,0.24,0.08,0.19,1.6,45.5438795,-92.9300688,259
-0.02,51.21,98834,209.45,-1.27,1.93,38.2,10.28,0.12,0.11,7.77,0.03,0.04,0.23,0.1,0.17,1.6,45.5438795,-92.9300688,259
-0.01,324.71,98863,206.99,-3.74,3.64,38.2,20.78,2.2,0.06,11.62,0.03,0.34,0.25,0.08,0.19,1.6,45.5438795,-92.9300688,259
0,329.61,99192,179.09,-31.64,5.89,38.2,156.93,-41.34,12.72,9.3,-7.36,-1.91,0.23,0.08,0.19,1.69,45.5438795,-92.9300688,259
0.01,329.61,98787,213.44,2.72,8.52,38.2,156.93,-9.71,-44.6,16.32,0.39,10.35,0.23,0.08,0.19,1.67,45.5438795,-92.9300688,259
0.01,329.61,98787,213.44,2.72,8.52,38.2,156.93,-9.71,-44.6,16.32,0.39,10.35,0.23,0.08,0.19,1.67,45.5438795,-92.9300688,259
0.02,260.97,98834,209.45,-1.27,11.29,38.2,156.93,-9.55,-24.01,-30.44,-0.95,7.12,0.21,0.07,0.22,1.68,45.5438795,-92.9300688,259
0.02,260.97,98834,209.45,-1.27,11.29,38.2,156.93,-9.55,-24.01,-30.44,-0.95,7.12,0.21,0.07,0.22,1.68,45.5438795,-92.9300688,259
0.03,255.52,98826,210.13,-0.59,14.02,38.2,156.93,-17.69,-23.7,-53.08,6.86,1.08,0.21,0.03,0.25,1.61,45.5438795,-92.9300688,259
0.04,247.35,98816,210.98,0.25,16.64,38.2,156.93,17.03,-9.42,-33.74,1.92,10.05,0.2,-0.01,0.27,1.59,45.5438795,-92.9300688,259
0.05,247.35,98792,213.02,2.29,19.16,38.2,156.93,-17.57,-5,-18.54,0.82,7.85,0.18,-0.1,0.28,1.59,45.5438795,-92.9300688,259
0.06,240.81,98809,211.57,0.85,21.63,38.2,156.93,-19.1,-13.31,53.18,8.76,-9.05,0.19,-0.17,0.23,1.49,45.5438795,-92.9300688,259
0.07,241.9,98810,211.49,0.76,24.07,38.2,156.93,13.52,3.08,64.29,5.28,-5.27,0.19,-0.19,0.13,1.44,45.5438795,-92.9300688,259
0.08,242.44,98801,212.25,1.53,26.49,38.2,156.93,-8.46,16.04,59.53,2.47,-6.67,0.19,-0.19,0.13,1.42,45.5438795,-92.9300688,259
0.09,241.35,98789,213.27,2.55,28.91,38.2,156.93,-3.19,-13.96,61.24,3.69,0.16,0.19,-0.19,0.13,1.38,45.5438795,-92.9300688,259
0.1,240.81,98794,212.85,2.12,31.32,38.1,156.93,6.25,6,53.85,-1.92,2.79,0.21,-0.11,0.07,1.4,45.5438795,-92.9300688,259
0.11,240.81,98784,213.7,2.97,33.73,38.2,156.93,-1.17,4.36,51.53,23.96,1.44,0.2,-0.1,0.05,1.16,45.5438795,-92.9300688,259
0.12,240.81,98781,213.95,3.23,36.13,38.2,156.93,-1.05,4.24,67.65,0.03,12.98,0.19,-0.1,0.06,1.15,45.5438795,-92.9300688,259
0.13,239.17,98769,214.97,4.25,38.53,38.2,156.93,-1.52,-1.47,60.45,-6.44,16.09,0.19,-0.1,0.06,1.23,45.5438795,-92.9300688,259
0.14,239.17,98788,213.36,2.63,40.92,38.2,156.93,-3.31,0.56,54.16,2.41,12.86,0.19,-0.1,0.06,1.23,45.5438795,-92.9300688,259
0.15,238.08,98779,214.12,3.4,43.31,38.2,156.93,-3.19,1.94,59.59,24.38,12,0.18,-0.09,0.04,1.03,45.5438795,-92.9300688,259
0.16,237.54,98772,214.72,3.99,45.69,38.2,156.93,-2.67,-1.8,71.25,10.59,20.24,0.18,-0.09,0.04,1.03,45.5438795,-92.9300688,259
0.17,238.08,98755,216.16,5.44,48.07,38.2,156.93,-2.88,2.32,66,0.27,24.45,0.19,-0.08,0.05,1.18,45.5438795,-92.9300688,259
0.18,238.08,98748,216.76,6.03,50.45,38.2,156.93,-3.52,3.61,56.84,13.03,20.3,0.18,-0.09,0.03,1.24,45.5438795,-92.9300688,259
0.19,238.08,98742,217.27,6.54,52.83,38.2,156.93,-2.09,0.6,63.31,28.23,18.72,0.18,-0.09,0.04,1.27,45.5438795,-92.9300688,259
0.2,236.99,98744,217.1,6.37,55.2,38.2,156.93,-2.3,2.36,76.86,18.95,27.32,0.18,-0.1,0.05,1.48,45.5438795,-92.9300688,259
0.21,236.99,98743,217.18,6.46,57.57,38.2,156.93,-3.99,3.44,76.31,2.53,32.08,0.18,-0.09,0.03,1.79,45.5438795,-92.9300688,259
0.22,236.99,98735,217.86,7.14,59.94,38.2,156.93,-2.1,1.81,66.49,13.21,27.45,0.18,-0.1,0.04,2.04,45.5438795,-92.9300688,259
0.23,236.45,98724,218.8,8.07,62.3,38.1,156.93,-3.29,2.45,69.23,32.93,25.8,0.18,-0.08,0.04,2.3,45.5438795,-92.9300688,259
0.24,235.9,98697,221.09,10.37,64.66,38.2,156.93,-3.57,3.55,82.36,25.97,31.78,0.16,-0.09,0.02,2.64,45.5438795,-92.9300688,259
0.25,235.9,98708,220.16,9.43,67.02,38.2,156.93,-2.81,1.7,85.41,8.33,37.58,0.16,-0.09,0.02,3.02,45.5438794,-92.9300692,259
0.25,235.9,98708,220.16,9.43,67.02,38.2,156.93,-2.81,1.7,85.41,8.33,37.58,0.16,-0.09,0.02,3.02,45.5438794,-92.9300692,259
0.25,235.9,98708,220.16,9.43,67.02,38.2,156.93,-2.81,1.7,85.41,8.33,37.58,0.16,-0.09,0.02,3.02,45.5438794,-92.9300692,259
0.26,235.36,98698,221.01,10.28,69.37,38.2,156.93,-3.8,3.22,76.62,15.17,34.89,0.15,-0.1,0.02,3.39,45.5438794,-92.9300692,259
0.27,234.81,98681,222.45,11.73,71.72,38.2,156.93,-3.68,3.71,79.55,34.82,30.44,0.15,-0.1,0.02,3.75,45.5438794,-92.9300692,259
0.28,234.81,98668,223.56,12.84,74.06,38.2,156.93,-3.5,2.76,94.56,32.26,35.56,0.14,-0.08,0.02,4.17,45.5438794,-92.9300692,259
0.29,235.9,98665,223.82,13.09,76.41,38.2,156.93,-4.38,3.09,101.4,14.01,42.64,0.14,-0.09,0.01,4.62,45.5438794,-92.9300692,259
0.3,234.81,98616,227.98,17.26,78.74,38.1,156.93,-3.99,3.49,93.4,15.72,38.92,0.14,-0.09,0.01,5.04,45.5438794,-92.9300692,259
0.31,233.73,98625,227.22,16.49,81.08,38.2,156.93,-4.29,3.36,100.85,26.15,38.25,0.13,-0.08,0.01,5.47,45.5438794,-92.9300692,259
0.32,233.18,98584,230.71,19.98,83.41,38.2,156.93,-5.15,3.43,104.39,27.37,38.13,0.13,-0.09,0.01,5.91,45.5438794,-92.9300692,259
0.33,233.18,98584,230.71,19.98,85.73,38.2,156.93,-4.12,3.56,107.63,27.62,37.46,0.13,-0.08,0.01,6.34,45.5438794,-92.9300692,259
0.34,234.27,98574,231.56,20.83,88.05,38.1,156.93,-5.64,2.64,110.37,28.17,37.7,0.11,-0.1,0,6.78,45.5438794,-92.9300692,259
0.34,234.27,98574,231.56,20.83,88.05,38.1,156.93,-5.64,2.64,110.37,28.17,37.7,0.11,-0.1,0,6.78,45.5438794,-92.9300692,259
0.35,233.73,98542,234.28,23.56,90.37,38.1,156.93,-5.81,3.77,110.62,29.02,36.66,0.1,-0.08,0,7.22,45.5438794,-92.9300692,259
0.36,233.73,98530,235.3,24.58,92.69,38.2,156.93,-5.13,4.43,109.34,29.33,35.38,0.1,-0.08,0,7.64,45.5438794,-92.9300692,259
0.37,234.81,98503,237.6,26.88,95.01,38.2,156.93,-6.02,3.56,108.48,30.24,34.83,0.11,-0.08,-0.01,8.06,45.5438794,-92.9300692,259
0.38,234.81,98493,238.46,27.73,97.33,38.2,156.93,-6.2,4.86,100.36,43.91,27.81,0.11,-0.08,-0.01,8.46,45.5438794,-92.9300692,259
0.39,234.81,98446,242.46,31.73,99.64,38.1,156.93,-6.1,4.31,105.67,37.99,30.62,0.09,-0.07,0,8.87,45.5438794,-92.9300692,259
0.4,233.73,98450,242.12,31.39,101.96,38.2,156.93,-6.53,4.77,100.3,19.38,33.92,0.09,-0.08,-0.01,9.25,45.5438794,-92.9300692,259
0.41,234.27,98414,245.19,34.46,104.27,38.2,156.93,-6.57,5.24,78.94,24.69,26.65,0.09,-0.08,-0.01,9.58,45.5438794,-92.9300692,259
0.42,233.73,98400,246.38,35.65,106.57,38.2,156.93,-7.18,5.37,67.53,43.98,18.59,0.08,-0.06,0,9.9,45.5438794,-92.9300692,259
0.43,234.27,98397,246.64,35.91,108.88,38.2,156.93,-7.88,5.66,71.19,43.06,19.08,0.07,-0.08,-0.01,10.23,45.5438794,-92.9300692,259
0.44,234.27,98386,247.57,36.85,111.18,38.2,156.93,-7.53,6.32,63.68,24.32,21.59,0.08,-0.08,-0.01,10.52,45.5438794,-92.9300692,259
0.45,234.27,98354,250.3,39.58,113.47,38.2,156.93,-7.95,6.14,46.59,35.13,13.28,0.06,-0.07,-0.02,10.77,45.5438794,-92.9300692,259
0.46,233.18,98340,251.5,40.77,115.77,38.1,156.93,-8.46,6.53,35.85,35.61,9.81,0.06,-0.07,-0.03,11,45.5438794,-92.9300692,259
0.47,233.18,98343,251.24,40.51,118.05,38.1,156.93,-9.36,6.93,31.09,35.86,6.02,0.06,-0.07,-0.03,11.2,45.5438794,-92.9300692,259
0.48,232.64,98318,253.37,42.65,120.34,38.1,156.93,-8.61,5.56,28.71,37.02,2.73,0.07,-0.06,-0.03,11.38,45.5438794,-92.9300692,259
0.49,232.64,98297,255.16,44.44,122.62,38.1,156.93,-9.13,6.28,27.73,39.09,-0.75,0.07,-0.06,-0.03,11.55,45.5438794,-92.9300692,259
0.5,232.64,98293,255.5,44.78,124.9,38.2,156.93,-8.86,7.49,41.58,38.48,-3.32,0.05,-0.06,-0.02,11.7,45.5438794,-92.9300692,259
0.51,233.18,98282,256.44,45.72,127.18,38.2,156.93,-9.49,6.42,53.24,38.85,-5.82,0.06,-0.06,-0.03,11.84,45.5438794,-92.9300692,259
0.52,232.64,98293,255.5,44.78,129.45,38.2,156.93,-8.57,7.79,69.91,37.99,-5.64,0.06,-0.06,-0.03,11.98,45.5438794,-92.9300692,259
0.53,232.64,98259,258.41,47.68,131.72,38.1,156.93,-8.87,8.76,70.64,25.36,-6.31,0.05,-0.06,-0.03,12.06,45.5438794,-92.9300692,259
0.54,232.64,98249,259.26,48.53,134,38.2,156.93,-8.1,8.78,64.41,37.57,-14.98,0.05,-0.05,-0.04,12.13,45.5438794,-92.9300692,259
0.55,232.64,98231,260.8,50.07,136.27,38.2,156.93,-9.39,9.5,76.99,51.36,-19.19,0.05,-0.06,-0.05,12.25,45.5438794,-92.9300692,259
0.56,232.64,98220,261.73,51.01,138.54,38.2,156.93,-9.04,9.57,102.8,39.28,-15.22,0.06,-0.05,-0.04,12.35,45.5438794,-92.9300692,259
0.57,232.09,98190,264.3,53.57,140.81,38.1,156.93,-9.88,9.07,117.21,20.66,-13.08,0.05,-0.06,-0.04,12.36,45.5438794,-92.9300692,259
0.58,232.09,98184,264.81,54.08,143.08,38.2,156.93,-9.58,10.3,127.22,28.35,-20.53,0.04,-0.06,-0.05,12.36,45.5438794,-92.9300692,259
0.59,232.64,98130,269.42,58.69,145.35,38.1,156.93,-10.58,8.69,156.46,31.34,-20.9,0.06,-0.05,-0.05,12.38,45.5438794,-92.9300692,259
0.6,233.18,98123,270.02,59.29,147.62,38.2,156.93,-11.09,8.86,190.58,29.14,-21.26,0.06,-0.05,-0.05,12.37,45.5438794,-92.9300692,259
0.61,233.18,98119,270.36,59.63,149.89,38.1,156.93,-10.93,9.96,229.03,26.7,-21.75,0.04,-0.05,-0.05,12.35,45.5438794,-92.9300692,259
0.62,233.18,98100,271.98,61.26,152.16,38.2,156.93,-11.56,8.83,264.55,23.65,-22.67,0.04,-0.05,-0.05,12.3,45.5438794,-92.9300692,259
0.63,232.64,98105,271.56,60.83,154.44,38.2,156.93,-11.65,9.44,305.87,23.41,-23.34,0.03,-0.05,-0.06,12.24,45.5438794,-92.9300692,259
0.64,232.64,98060,275.4,64.68,156.71,38.2,156.93,-12.51,8.13,346.53,19.32,-23.76,0.01,-0.05,-0.02,12.14,45.5438794,-92.9300692,259
0.65,232.64,98059,275.49,64.76,158.99,38.1,156.93,-12.68,9.58,390.23,19.56,-25.29,0,-0.06,-0.04,12.02,45.5438794,-92.9300692,259
0.66,232.64,98017,279.08,68.35,161.26,38.1,156.93,-12.95,8.34,432.4,32.26,-31.94,0,-0.04,-0.02,11.89,45.5438794,-92.9300692,259
0.66,232.64,98017,279.08,68.35,161.26,38.1,156.93,-12.95,8.34,432.4,32.26,-31.94,0,-0.04,-0.02,11.89,45.5438794,-92.9300692,259
0.67,232.64,98013,279.42,68.69,163.54,38.2,156.93,-12.62,9.2,484.71,19.93,-27.49,-0.01,-0.04,-0.03,11.72,45.5438794,-92.9300692,259
0.68,232.64,98008,279.85,69.12,165.81,38.2,156.93,-13.12,9.01,518.28,6.38,-26.76,-0.04,-0.05,-0.01,11.5,45.5438794,-92.9300692,259
0.69,232.64,97983,281.99,71.26,168.09,38.1,156.93,-13.2,8.21,548.19,22,-36.7,-0.05,-0.05,0,11.21,45.5438794,-92.9300692,259
0.7,232.64,97969,283.18,72.46,170.37,38.2,156.93,-12.82,8.56,589.64,40.01,-40.55,-0.05,-0.06,0.03,10.92,45.5438794,-92.9300692,259
0.71,232.64,97930,286.52,75.79,172.66,38.1,156.93,-13.35,8.32,638.34,32.99,-36.58,-0.06,-0.05,0.03,10.62,45.5438794,-92.9300692,259
0.72,233.18,97950,284.81,74.08,174.95,38.2,156.93,-12.86,8.07,670.82,18.46,-32.55,-0.07,-0.05,0.05,10.31,45.5438794,-92.9300692,259
0.73,232.64,97917,287.63,76.91,177.24,38.2,156.93,-13.2,8.33,696.82,39.58,-38.05,-0.08,-0.06,0.07,9.94,45.5438794,-92.9300692,259
0.74,232.64,97921,287.29,76.56,179.53,38.2,156.93,-12.85,8.89,728.68,47.76,-38.47,-0.09,-0.05,0.09,9.52,45.5438794,-92.9300692,259
0.75,232.64,97898,289.26,78.53,181.82,38.1,156.93,-14.23,9.11,751.26,51.36,-35.61,-0.09,-0.05,0.11,9.09,45.5438794,-92.9300692,259
0.76,232.64,97857,292.77,82.04,184.12,38.1,156.93,-13.01,9.42,775.19,57.46,-31.7,-0.1,-0.07,0.13,8.65,45.5438794,-92.9300692,259
0.77,232.64,97827,295.34,84.61,186.42,38.2,156.93,-14.02,9.15,796.55,59.91,-26.27,-0.1,-0.07,0.16,8.22,45.5438794,-92.9300692,259
0.78,232.64,97833,294.82,84.1,188.72,38.1,156.93,-14.38,9.24,817,65.22,-21.51,-0.1,-0.07,0.16,7.78,45.5438794,-92.9300692,259
0.79,231.55,97788,298.68,87.95,191.02,38.1,156.93,-14.82,9.74,837.93,73.76,-17.54,-0.1,-0.07,0.16,7.29,45.5438794,-92.9300692,259
0.8,231.55,97748,302.11,91.38,193.32,38.1,156.93,-15.81,10.57,857.77,77.42,-11.5,-0.1,-0.06,0.23,6.81,45.5438794,-92.9300692,259
0.81,232.64,97693,306.82,96.1,195.63,38.2,156.93,-16.16,11.03,879.13,76.81,-4.17,-0.07,-0.07,0.26,6.35,45.5438794,-92.9300692,259
0.82,232.64,97632,312.05,101.33,197.93,38.1,156.93,-18.1,10.8,894.45,78.46,2.11,-0.06,-0.07,0.29,5.91,45.5438794,-92.9300692,259
0.83,232.09,97597,315.05,104.33,200.24,38.1,156.93,-18.56,12.66,901.78,76.45,8.16,-0.05,-0.08,0.29,5.49,45.5438794,-92.9300692,259
0.84,231.55,97519,321.75,111.02,202.55,38.1,156.93,-19.38,11.4,895.55,79.13,10.97,-0.02,-0.08,0.31,5.05,45.5438794,-92.9300692,259
0.85,231,97462,326.65,115.92,204.86,38.1,156.93,-21.87,10.18,887.56,79.62,14.2,0.01,-0.08,0.32,4.61,45.5438794,-92.9300692,259
0.86,232.09,97409,331.2,120.47,207.17,38.1,156.93,-22.15,10.84,882.37,75.41,17.62,0.03,-0.07,0.33,4.23,45.5438794,-92.9300692,259
0.87,231.55,97380,333.69,122.97,209.48,38.1,156.93,-23.96,8.57,871.38,81.21,15.12,0.04,-0.09,0.33,3.79,45.5438794,-92.9300692,259
0.88,231.55,97335,337.56,126.84,211.79,38.1,156.93,-24.54,8.01,855.15,86.76,14.02,0.07,-0.08,0.33,3.34,45.5438794,-92.9300692,259
0.89,231.55,97293,341.17,130.45,214.1,38.1,156.93,-25.81,8.96,833.78,83.89,14.2,0.1,-0.08,0.32,2.96,45.5438794,-92.9300692,259
0.9,232.09,97271,343.07,132.34,216.42,38.2,156.93,-25.58,9.48,813.64,95.25,11.21,0.1,-0.09,0.31,2.62,45.5438794,-92.9300692,259
0.91,232.09,97222,347.28,136.56,218.73,38.1,156.93,-28.15,7.26,788.92,96.53,8.83,0.13,-0.1,0.29,2.44,45.5438794,-92.9300692,259
0.92,231,97174,351.42,140.69,221.04,38.1,156.93,-28.58,6.9,782.09,105.56,4.74,0.16,-0.09,0.3,2.48,45.5438794,-92.9300692,259
0.93,231,97140,354.34,143.62,223.35,38.1,156.93,-27.91,9.66,774.88,110.38,1.87,0.17,-0.09,0.28,2.8,45.5438794,-92.9300692,259
0.94,231,97124,355.72,145,225.65,38.1,156.93,-29.25,7.86,765.73,112.89,-1.12,0.18,-0.09,0.26,3.35,45.5438794,-92.9300692,259
0.95,230.46,97091,358.56,147.84,227.95,38.1,156.93,-29.31,8.08,770.49,120.64,-3.44,0.19,-0.08,0.24,4.07,45.5438794,-92.9300692,259
0.96,229.37,97048,362.27,151.55,230.25,38.1,156.93,-28.86,8.53,774.09,126.31,-4.78,0.2,-0.08,0.22,4.91,45.5438794,-92.9300692,259
0.97,229.91,97015,365.12,154.39,232.54,38.1,156.93,-30.98,8.49,780.68,133.15,-7.35,0.22,-0.07,0.19,5.84,45.5438794,-92.9300692,259
0.98,230.46,96965,369.43,158.7,234.82,38.1,156.93,-31.1,10.85,784.59,136.26,-7.71,0.2,-0.09,0.15,6.82,45.5438794,-92.9300692,259
0.98,230.46,96965,369.43,158.7,234.82,38.1,156.93,-31.1,10.85,784.59,136.26,-7.71,0.2,-0.09,0.15,6.82,45.5438794,-92.9300692,259
0.99,230.46,96918,373.48,162.76,237.11,38.1,156.93,-31.57,12.3,789.59,141.88,-8.87,0.21,-0.1,0.15,7.84,45.5438794,-92.9300692,259
1,230.46,96837,380.48,169.75,239.38,38.1,156.93,-33.91,11.58,793.87,151.52,-10.28,0.21,-0.1,0.11,8.91,45.5438794,-92.9300692,259
1.01,230.46,96780,385.4,174.67,241.65,38.1,156.93,-34.47,15.04,805.22,152.01,-11.07,0.19,-0.09,0.08,9.97,45.5438794,-92.9300692,259
1.02,230.46,96743,388.6,177.87,243.92,38.1,156.93,-36.14,16.99,818.89,154.64,-11.31,0.16,-0.07,0.06,11.01,45.5438794,-92.9300692,259
1.03,230.46,96681,393.96,183.23,246.17,38.1,156.93,-39.15,17.11,831.46,155.67,-11.5,0.16,-0.1,0.04,12.01,45.5438794,-92.9300692,259
1.04,230.46,96651,396.55,185.82,248.42,38.1,156.93,-41.31,19.3,836.84,150.91,-12.9,0.15,-0.08,0,12.91,45.5438794,-92.9300692,259
1.05,229.91,96578,402.86,192.14,250.66,38.1,156.93,-44.98,16.31,840.19,157.2,-16.81,0.14,-0.07,0,13.76,45.5438794,-92.9300692,259
1.06,229.91,96507,409.01,198.29,252.89,38.1,156.93,-46.26,18.62,830.06,149.14,-17.17,0.11,-0.07,-0.03,14.49,45.5438794,-92.9300692,259
1.07,230.46,96468,412.39,201.66,255.11,38.1,156.93,-48.6,19.35,822.55,158.42,-24.92,0.08,-0.07,-0.03,15.14,45.5438794,-92.9300692,259
1.08,230.46,96412,417.24,206.52,257.33,38.1,156.93,-50.07,19.42,820.66,152.8,-28.83,0.06,-0.06,-0.04,15.65,45.5438794,-92.9300692,259
1.09,231,96367,421.14,210.42,259.55,38.1,156.93,-49.62,24.22,811.93,155.49,-34.57,0.04,-0.07,-0.03,16.06,45.5438794,-92.9300692,259
1.1,231,96306,426.43,215.71,261.76,38.1,156.93,-52.76,23.76,802.72,163.85,-41.34,0.01,-0.05,-0.04,16.36,45.5438794,-92.9300692,259
1.11,230.46,96223,433.63,222.91,263.97,38.1,156.93,-54.29,24.81,793.62,165.74,-48.18,-0.01,-0.05,-0.03,16.55,45.5438794,-92.9300692,259
1.12,230.46,96165,438.67,227.94,266.18,38.1,156.93,-57.78,24.03,782.76,165.32,-54.77,-0.02,-0.04,-0.01,16.6,45.5438794,-92.9300692,259
1.13,230.46,96115,443.01,232.29,268.39,38.1,156.93,-57.28,27.72,758.89,160.43,-60.14,-0.05,-0.04,-0.01,16.53,45.5438794,-92.9300692,259
1.14,231,96007,452.4,241.67,270.59,38.1,156.93,-60.07,26.38,739.91,164.71,-66.37,-0.07,-0.05,0,16.36,45.5438794,-92.9300692,259
1.15,229.91,95924,459.62,248.89,272.8,38.1,156.93,-52.73,36.26,727.76,163.91,-74.24,-0.08,-0.04,0.01,16.07,45.5438794,-92.9300692,259
1.16,229.37,95813,469.28,258.56,275.01,38.1,156.93,-60.35,33.26,744,157.99,-79.49,-0.1,-0.04,0.03,15.68,45.5438794,-92.9300692,259
1.17,228.82,95702,478.95,268.23,277.22,38.1,156.93,-57.62,31.91,749.43,159.27,-87.12,-0.11,-0.05,0.05,15.17,45.5438794,-92.9300692,259
1.18,229.37,95665,482.18,271.45,279.44,38.1,156.93,-61.81,35.5,754.13,149.14,-89.87,-0.12,-0.04,0.07,14.58,45.5438794,-92.9300692,259
1.19,229.91,95618,486.28,275.55,281.66,38.1,156.93,-57.34,36,802.29,140.66,-98.41,-0.13,-0.03,0.08,13.86,45.5438794,-92.9300692,259
1.2,229.91,95580,489.6,278.87,283.89,38.1,156.93,-59.36,42.73,851.97,139.25,-60.02,-0.12,-0.04,0.11,13.46,45.5438794,-92.9300692,259
1.21,229.91,95551,492.13,281.4,286.12,38.1,156.93,-63.15,36.55,908.13,125.89,-65.45,-0.12,-0.05,0.13,12.92,45.5438794,-92.9300692,259
1.22,229.91,95499,496.67,285.94,288.37,38.1,156.93,-60.54,41,979.3,128.63,-81.02,-0.14,-0.05,0.17,12.16,45.5438794,-92.9300692,259
1.23,230.46,95497,496.84,286.12,290.62,38.1,156.93,-62.93,35.14,1057.24,127.54,-99.15,-0.11,-0.05,0.18,11.12,45.5438794,-92.9300692,259
1.24,230.46,95550,492.21,281.49,292.88,38.1,156.93,-64.83,35.3,1128.71,132.97,49.3,-0.13,-0.05,0.21,11.47,45.5438794,-92.9300692,259
1.25,229.91,95545,492.65,281.92,295.14,38.1,156.93,-64.76,34.54,1199.52,131.44,-206.57,-0.1,-0.07,0.24,9.19,45.5436255,-92.9300858,277
1.25,229.91,95545,492.65,281.92,295.14,38.1,156.93,-64.76,34.54,1199.52,131.44,-206.57,-0.1,-0.07,0.24,9.19,45.5436255,-92.9300858,277
