time,acceleration,pressure,altitude,height,speed,temperature,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,latitude,longitude,altitude
-0.3,-0.53,83843,1568.95,0.97,0,27.7,10.06,-0.5,0.13,-0.26,-0.17,0.03,0.45,0.13,-0.18,2.16,4.14,40.8857704,-104.637338,1674
-0.29,-0.53,83853,1567.98,0,0,27.7,9.95,-0.45,0.08,-0.01,-0.17,0.03,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.28,-0.53,83854,1567.88,-0.1,0,27.7,9.78,-0.47,0.06,-0.13,-0.1,-0.1,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.27,0,83854,1567.88,-0.1,0,27.7,9.71,-0.36,-0.03,0.05,-0.1,-0.16,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.26,0,83861,1567.21,-0.78,0,27.7,9.62,-0.34,0.06,-0.07,-0.04,-0.28,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.25,0,83857,1567.59,-0.39,0,27.7,9.73,-0.35,-0.01,-0.07,-0.17,-0.28,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.24,0,83854,1567.88,-0.1,0,27.7,9.68,-0.33,0.11,0.23,-0.04,-0.28,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.23,0,83853,1567.98,0,0,27.7,10.01,-0.53,0.29,0.23,-0.04,-0.22,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.22,0,83860,1567.3,-0.68,0,27.7,9.92,-0.49,0.19,0.05,-0.17,-0.1,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.21,0,83860,1567.3,-0.68,0,27.7,9.99,-0.47,0.22,-0.01,-0.04,-0.04,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.2,-0.53,83854,1567.88,-0.1,0,27.7,9.84,-0.45,0.3,-0.01,0.02,0.15,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.19,-0.53,83850,1568.27,0.29,0,27.7,9.79,-0.25,0.03,-0.13,0.08,0.15,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.18,0,83861,1567.21,-0.78,0,27.7,9.7,-0.2,0.03,-0.07,0.26,0.33,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.17,0,83857,1567.59,-0.39,0,27.7,9.72,-0.22,0.04,-0.2,0.2,0.33,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.16,0,83848,1568.47,0.49,0,27.7,9.83,-0.24,0.01,-0.44,0.2,0.27,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.15,0,83844,1568.85,0.87,0,27.7,9.86,-0.27,0.09,-0.2,0.2,0.15,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.14,0,83858,1567.5,-0.49,0,27.7,9.93,-0.34,0.11,0.29,0.14,-0.1,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.13,-0.53,83864,1566.91,-1.07,0,27.7,9.86,-0.31,0.05,0.84,0.14,-0.28,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.12,-0.53,83848,1568.47,0.49,0,27.7,9.67,-0.19,-0.11,0.96,0.02,-0.46,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.11,-0.53,83846,1568.66,0.68,0,27.7,9.83,-0.3,0.04,0.11,0.08,-0.52,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.1,0,83850,1568.27,0.29,0,27.7,9.73,-0.34,-0.21,0.11,0.08,-0.71,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.09,0,83862,1567.11,-0.87,0.01,27.7,9.74,-0.34,-0.06,0.66,0.08,-0.65,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.08,0,83840,1569.24,1.26,0.07,27.7,9.91,-0.45,0.1,1.09,-0.04,-0.4,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.07,0,83847,1568.56,0.58,0.25,27.7,9.97,-0.61,-0.08,0.41,0.02,-0.22,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.06,5.83,83846,1568.66,0.68,0.61,27.7,10.16,-0.61,0.14,-0.26,0.02,-0.04,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.05,113.44,83862,1567.11,-0.87,1.2,27.7,10.83,-0.37,-0.47,-1.72,0.14,0.15,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.04,119.27,84012,1552.57,-15.42,2.05,27.7,115.53,4.13,-2.05,-0.38,-0.29,0.7,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.03,122.98,83872,1566.14,-1.84,3.09,27.7,125.5,-3.44,-1.07,16.71,-4.8,-4.67,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.02,130.4,83892,1564.2,-3.78,4.28,27.7,132.71,8.34,-4.61,36.98,-2.55,-1.99,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
-0.01,128.81,83878,1565.56,-2.43,5.55,27.7,139.36,-3.78,-1.92,50.28,-4.25,-1.32,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.17,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.17,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.17,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.17,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.18,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.18,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.18,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.18,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.18,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.17,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.17,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.17,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.16,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.17,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.17,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.18,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.18,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.19,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.19,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.2,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.2,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.2,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.19,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.24,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.26,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.28,4.14,40.8857704,-104.637338,1674
0,131.99,83842,1569.05,1.07,6.84,27.7,144.07,0.49,0.64,48.27,-5.66,-2.6,0.45,0.13,-0.19,2.32,4.14,40.8857704,-104.637338,1674
0.01,131.99,83831,1570.12,2.13,8.15,27.7,145.52,-1.39,-2.12,32.83,-4.13,1,0.45,0.13,-0.2,2.31,4.14,40.8857704,-104.637338,1674
0.01,131.99,83831,1570.12,2.13,8.15,27.7,145.52,-1.39,-2.12,32.83,-4.13,1,0.45,0.13,-0.2,2.31,4.14,40.8857704,-104.637338,1674
0.02,135.17,83830,1570.21,2.23,9.46,27.7,147.34,-0.02,0.87,26.6,-2.79,0.39,0.45,0.12,-0.17,2.32,4.12,40.8857704,-104.637338,1674
0.02,135.17,83830,1570.21,2.23,9.46,27.7,147.34,-0.02,0.87,26.6,-2.79,0.39,0.45,0.12,-0.17,2.32,4.12,40.8857704,-104.637338,1674
0.03,128.28,83826,1570.6,2.62,10.77,27.7,148.01,0.7,1.6,29.71,-1.32,-2.05,0.45,0.12,-0.19,2.34,4.12,40.8857704,-104.637338,1674
0.04,128.28,83852,1568.08,0.1,12.08,27.7,147.96,-1.81,1.4,51.62,-1.14,-2.78,0.45,0.12,-0.2,2.37,4.12,40.8857704,-104.637338,1674
0.05,133.05,83846,1568.66,0.68,13.39,27.7,148.81,-1.69,-2.1,74.88,-1.26,-3.51,0.45,0.12,-0.19,2.4,4.12,40.8857704,-104.637338,1674
0.06,132.52,83841,1569.15,1.16,14.71,27.7,147.47,-1.04,-0.43,90.44,-0.96,-3.88,0.45,0.11,-0.19,2.44,4.12,40.8857704,-104.637338,1674
0.07,132.52,83836,1569.63,1.65,16.02,27.7,146.96,-0.19,-0.78,80.56,-1.57,-3.94,0.45,0.11,-0.19,2.48,4.12,40.8857704,-104.637338,1674
0.08,130.93,83850,1568.27,0.29,17.33,27.7,146.55,-5.77,-1.74,45.64,-0.04,-5.59,0.45,0.11,-0.19,2.54,4.12,40.8857704,-104.637338,1674
0.09,130.4,83837,1569.53,1.55,18.64,27.7,143.96,8.13,-1.5,47.41,-0.04,-2.42,0.45,0.11,-0.19,2.56,4.12,40.8857704,-104.637338,1674
0.1,130.4,83815,1571.67,3.69,19.95,27.7,144.3,-3.25,-6.82,30.87,-2.55,-2.23,0.45,0.11,-0.19,2.59,4.12,40.8857704,-104.637338,1674
0.11,130.4,83826,1570.6,2.62,21.25,27.7,144.68,-0.66,6.74,23.3,-1.63,-1.62,0.45,0.11,-0.18,2.61,4.12,40.8857704,-104.637338,1674
0.12,129.34,83820,1571.18,3.2,22.55,27.7,142.76,-4.41,-2.43,12.32,-0.59,0.33,0.45,0.11,-0.19,2.6,4.12,40.8857704,-104.637338,1674
0.13,129.87,83821,1571.09,3.11,23.84,27.7,142.05,-0.62,-0.48,11.89,0.32,-1.74,0.45,0.1,-0.2,2.62,4.12,40.8857704,-104.637338,1674
0.14,129.87,83831,1570.12,2.13,25.14,27.7,143.18,-0.05,0.29,13.42,1.48,-0.89,0.45,0.1,-0.19,2.63,4.12,40.8857704,-104.637338,1674
0.15,128.81,83817,1571.47,3.49,26.43,27.7,142.19,-1.96,1.01,10.73,1.91,-1.07,0.45,0.1,-0.19,2.64,4.12,40.8857704,-104.637338,1674
0.16,128.28,83818,1571.38,3.4,27.72,27.7,141.95,-0.57,0.66,7.92,1.67,-3.39,0.45,0.1,-0.19,2.67,4.12,40.8857704,-104.637338,1674
0.17,129.34,83830,1570.21,2.23,29.02,27.7,141.37,-0.79,-0.32,6.33,1.91,-4.74,0.45,0.09,-0.19,2.72,4.12,40.8857704,-104.637338,1674
0.18,129.87,83812,1571.96,3.98,30.32,27.7,142.18,-0.71,0.04,5.18,2.4,-5.47,0.45,0.1,-0.19,2.77,4.12,40.8857704,-104.637338,1674
0.19,134.11,83822,1570.99,3.01,31.64,27.7,143.76,-0.82,-0.17,4.14,2.46,-6.38,0.45,0.1,-0.19,2.83,4.12,40.8857704,-104.637338,1674
0.2,134.64,83807,1572.45,4.46,32.95,27.7,145.61,-0.76,0.39,1.88,2.4,-7.97,0.45,0.1,-0.18,2.91,4.12,40.8857704,-104.637338,1674
0.21,130.93,83802,1572.93,4.95,34.27,27.7,144.38,-0.37,0.37,-1.36,2.4,-9.19,0.45,0.1,-0.19,3,4.12,40.8857704,-104.637338,1674
0.22,130.93,83826,1570.6,2.62,35.58,27.7,145.72,-0.94,0,-5.93,2.58,-9.74,0.45,0.1,-0.19,3.1,4.12,40.8857704,-104.637338,1674
0.23,129.87,83790,1574.1,6.11,36.89,27.7,143.75,-0.77,-0.08,-8.5,2.4,-11.14,0.45,0.1,-0.19,3.21,4.12,40.8857704,-104.637338,1674
0.24,129.87,83784,1574.68,6.7,38.2,27.7,143.73,-0.59,0.75,-12.28,2.22,-12.61,0.46,0.09,-0.19,3.33,4.12,40.8857704,-104.637338,1674
0.25,129.87,83790,1574.1,6.11,39.52,27.7,143.33,-0.61,0.28,-17.23,1.97,-13.65,0.45,0.09,-0.19,3.47,4.12,40.8857704,-104.637338,1674
0.26,135.7,83776,1575.46,7.47,40.84,27.7,135.59,-0.78,1.18,-21.93,1.73,-14.5,0.46,0.1,-0.19,3.61,4.12,40.8857704,-104.637338,1674
0.27,136.23,83785,1574.58,6.6,42.18,27.7,150.6,-0.37,0.09,-26.2,1.73,-15.84,0.46,0.09,-0.19,3.77,4.12,40.8857704,-104.637338,1674
0.28,136.23,83779,1575.16,7.18,43.51,27.7,150.77,-0.36,0.62,-27.6,1.24,-17.06,0.45,0.09,-0.19,3.94,4.12,40.8857704,-104.637338,1674
0.29,131.99,83793,1573.8,5.82,44.85,27.7,146.07,-0.57,0.49,-28.58,1.18,-17.86,0.46,0.1,-0.19,4.12,4.12,40.8857704,-104.637338,1674
0.3,133.05,83779,1575.16,7.18,46.19,27.7,145.6,-0.49,1.06,-28.94,1.06,-19.08,0.45,0.09,-0.18,4.31,4.12,40.8857704,-104.637338,1674
0.31,133.58,83776,1575.46,7.47,47.52,27.7,146.06,-0.52,0.6,-30.29,0.63,-20.18,0.46,0.09,-0.19,4.51,4.12,40.8857704,-104.637338,1674
0.32,133.05,83769,1576.13,8.15,48.85,27.7,147.33,-0.43,0.25,-30.65,0.45,-21.22,0.45,0.09,-0.18,4.73,4.12,40.8857704,-104.637338,1674
0.33,133.05,83765,1576.52,8.54,50.18,27.7,146.83,-0.49,0.43,-30.53,0.51,-22.01,0.45,0.09,-0.18,4.95,4.12,40.8857704,-104.637338,1674
0.34,135.17,83764,1576.62,8.64,51.52,27.7,148.57,-0.28,0.74,-30.9,0.38,-22.99,0.45,0.09,-0.19,5.18,4.12,40.8857704,-104.637338,1674
0.34,135.17,83764,1576.62,8.64,51.52,27.7,148.57,-0.28,0.74,-30.9,0.38,-22.99,0.45,0.09,-0.19,5.18,4.12,40.8857704,-104.637338,1674
0.35,135.7,83760,1577.01,9.03,52.86,27.7,148.98,-0.43,0.53,-30.47,0.08,-23.78,0.45,0.08,-0.18,5.41,4.12,40.8857704,-104.637338,1674
0.36,135.7,83747,1578.27,10.29,54.19,27.7,149.93,-0.21,0.64,-29.43,-0.23,-24.88,0.45,0.08,-0.19,5.66,4.12,40.8857704,-104.637338,1674
0.37,134.64,83761,1576.91,8.93,55.52,27.7,145.5,-0.09,1.1,-28.7,-1.2,-25.73,0.45,0.09,-0.18,5.92,4.12,40.8857704,-104.637338,1674
0.38,129.87,83774,1575.65,7.67,56.83,27.7,151.39,-0.19,0.49,-28.09,-2.06,-26.95,0.45,0.08,-0.19,6.19,4.12,40.8857704,-104.637338,1674
0.39,129.87,83762,1576.81,8.83,58.13,27.7,143.67,0.17,0.94,-27.66,-2.48,-27.62,0.45,0.08,-0.19,6.47,4.12,40.8857704,-104.637338,1674
0.4,128.28,83744,1578.56,10.58,59.42,27.7,141.45,-0.17,0.75,-28.58,-3.34,-28.36,0.45,0.08,-0.19,6.75,4.12,40.8857704,-104.637338,1674
0.41,128.28,83754,1577.59,9.61,60.71,27.7,142.38,0.39,1.29,-30.41,-4.32,-29.33,0.45,0.08,-0.2,7.05,4.12,40.8857704,-104.637338,1674
0.42,128.81,83728,1580.12,12.14,61.99,27.7,141.42,-0.07,0.73,-32.24,-4.99,-29.88,0.45,0.07,-0.19,7.35,4.12,40.8857704,-104.637338,1674
0.43,129.34,83735,1579.44,11.46,63.26,27.7,142.15,0.34,1.51,-34.19,-5.54,-30.61,0.45,0.08,-0.19,7.66,4.12,40.8857704,-104.637338,1674
0.44,129.34,83726,1580.31,12.33,64.54,27.7,142.04,0.65,0.58,-37.06,-6.33,-31.1,0.45,0.08,-0.19,7.97,4.12,40.8857704,-104.637338,1674
0.45,129.34,83729,1580.02,12.04,65.82,27.7,142.62,0.65,0.61,-39.87,-7.12,-31.77,0.45,0.08,-0.18,8.3,4.12,40.8857704,-104.637338,1674
0.46,129.87,83739,1579.05,11.07,67.1,27.7,143.27,0.9,0.93,-43.29,-7.79,-32.32,0.45,0.07,-0.2,8.63,4.12,40.8857704,-104.637338,1674
0.47,129.87,83746,1578.37,10.39,68.39,27.7,143.38,0.76,1.47,-47.19,-8.53,-32.93,0.45,0.07,-0.2,8.96,4.12,40.8857704,-104.637338,1674
0.48,130.4,83725,1580.41,12.43,69.67,27.7,143.48,0.98,1.03,-53.24,-9.38,-33.48,0.44,0.07,-0.19,9.31,4.12,40.8857704,-104.637338,1674
0.49,130.4,83741,1578.85,10.87,70.95,27.7,144.05,1.43,1.11,-59.4,-9.99,-33.42,0.45,0.07,-0.2,9.66,4.12,40.8857704,-104.637338,1674
0.5,130.4,83721,1580.8,12.82,72.23,27.7,144.04,1.25,0.8,-63.92,-10.54,-33.18,0.45,0.07,-0.2,10,4.12,40.8857704,-104.637338,1674
0.51,130.93,83728,1580.12,12.14,73.52,27.7,144.27,1.55,0.88,-68.5,-11.46,-33.36,0.44,0.07,-0.19,10.35,4.12,40.8857704,-104.637338,1674
0.52,129.87,83717,1581.19,13.2,74.79,27.7,143.96,1.91,0.57,-75.03,-12.19,-33.67,0.44,0.07,-0.2,10.7,4.12,40.8857704,-104.637338,1674
0.53,129.87,83738,1579.15,11.16,76.07,27.7,143.67,2.29,0.68,-82.84,-13.1,-33.42,0.44,0.07,-0.2,11.06,4.12,40.8857704,-104.637338,1674
0.54,129.87,83724,1580.51,12.52,77.34,27.7,143.47,3.35,0.37,-91.57,-14.14,-32.93,0.44,0.07,-0.2,11.41,4.12,40.8857704,-104.637338,1674
0.55,129.87,83742,1578.76,10.78,78.62,27.7,143.13,2,0.14,-102.43,-15.49,-33.54,0.44,0.07,-0.2,11.78,4.12,40.8857704,-104.637338,1674
0.56,129.87,83734,1579.53,11.55,79.89,27.7,143.26,3.55,0,-114.82,-16.71,-35.01,0.44,0.08,-0.21,12.16,4.12,40.8857704,-104.637338,1674
0.57,130.4,83734,1579.53,11.55,81.16,27.7,143.48,3.53,0.89,-127.34,-17.62,-34.95,0.44,0.07,-0.22,12.55,4.12,40.8857704,-104.637338,1674
0.58,130.4,83735,1579.44,11.46,82.43,27.7,143.84,3.7,0.39,-142.29,-18.6,-34.95,0.44,0.07,-0.21,12.94,4.12,40.8857704,-104.637338,1674
0.59,131.46,83746,1578.37,10.39,83.7,27.7,143.87,4.75,-0.65,-153.52,-20,-35.38,0.44,0.08,-0.23,13.34,4.12,40.8857704,-104.637338,1674
0.6,130.93,83747,1578.27,10.29,84.96,27.7,144.86,4.73,-0.67,-166.7,-21.16,-34.83,0.44,0.08,-0.22,13.74,4.12,40.8857704,-104.637338,1674
0.61,130.93,83752,1577.79,9.8,86.23,27.7,144.79,4.84,-0.13,-186.11,-22.75,-34.52,0.43,0.09,-0.23,14.15,4.12,40.8857704,-104.637338,1674
0.62,130.93,83758,1577.2,9.22,87.5,27.7,144.75,5.01,-0.13,-195.39,-24.15,-33.61,0.43,0.1,-0.23,14.56,4.12,40.8857704,-104.637338,1674
0.63,130.4,83758,1577.2,9.22,88.76,27.7,144.45,5.11,-1.36,-197.96,-25.01,-31.77,0.43,0.1,-0.23,14.96,4.12,40.8857704,-104.637338,1674
0.64,130.93,83761,1576.91,8.93,90.02,27.7,143.71,5.28,-0.95,-193.68,-25.07,-30.74,0.43,0.11,-0.23,15.35,4.12,40.8857936,-104.6373311,1679
0.64,130.93,83761,1576.91,8.93,90.02,27.7,143.71,5.28,-0.95,-193.68,-25.07,-30.74,0.43,0.11,-0.23,15.35,4.12,40.8857936,-104.6373311,1679
0.64,130.93,83761,1576.91,8.93,90.02,27.7,143.71,5.28,-0.95,-193.68,-25.07,-30.74,0.43,0.11,-0.23,15.35,4.12,40.8857936,-104.6373311,1679
0.65,130.93,83760,1577.01,9.03,91.28,27.7,143.86,6.36,-1.64,-189.29,-25.5,-29.39,0.43,0.11,-0.23,15.74,4.12,40.8857936,-104.6373311,1679
0.66,130.93,83759,1577.11,9.12,92.53,27.7,144.59,5.48,-2.26,-186.79,-25.74,-27.07,0.43,0.12,-0.23,16.11,4.13,40.8857936,-104.6373311,1679
0.66,130.93,83759,1577.11,9.12,92.53,27.7,144.59,5.48,-2.26,-186.79,-25.74,-27.07,0.43,0.12,-0.23,16.11,4.13,40.8857936,-104.6373311,1679
0.67,130.93,83754,1577.59,9.61,93.79,27.7,144.59,5.85,-1.98,-175.49,-24.64,-26.16,0.42,0.13,-0.24,16.46,4.13,40.8857936,-104.6373311,1679
0.68,131.46,83750,1577.98,10,95.04,27.7,144.62,6.97,-1.87,-162.13,-23.91,-24.08,0.42,0.13,-0.26,16.8,4.13,40.8857936,-104.6373311,1679
0.69,131.46,83743,1578.66,10.68,96.29,27.7,145.13,5.34,-3.55,-149.98,-23.3,-21.83,0.42,0.13,-0.25,17.12,4.13,40.8857936,-104.6373311,1679
0.7,132.52,83725,1580.41,12.43,97.54,27.7,145.52,6.69,-3.39,-139.24,-21.59,-21.15,0.42,0.14,-0.25,17.42,4.13,40.8857936,-104.6373311,1679
0.71,130.93,83716,1581.28,13.3,98.8,27.7,146.22,6.88,-4.5,-130.63,-20.25,-18.41,0.42,0.14,-0.25,17.7,4.13,40.8857936,-104.6373311,1679
0.72,131.46,83717,1581.19,13.2,100.05,27.7,144.93,5.56,-3.76,-123.55,-17.99,-16.33,0.42,0.14,-0.25,17.94,4.13,40.8857936,-104.6373311,1679
0.73,131.99,83704,1582.45,14.47,101.3,27.7,144.66,6.58,-4.03,-114.52,-15.3,-16.03,0.42,0.16,-0.25,18.16,4.13,40.8857936,-104.6373311,1679
0.74,133.58,83693,1583.52,15.54,102.55,27.7,145.17,6.79,-4.48,-104.81,-12.98,-13.65,0.42,0.16,-0.25,18.35,4.13,40.8857936,-104.6373311,1679
0.75,132.52,83685,1584.3,16.31,103.8,27.7,147.96,5.58,-5.51,-96.21,-10.11,-12.12,0.42,0.16,-0.26,18.5,4.13,40.8857936,-104.6373311,1679
0.76,132.52,83677,1585.07,17.09,105.05,27.7,145.9,6.88,-4.82,-86.44,-8.47,-11.82,0.41,0.17,-0.25,18.64,4.13,40.8857936,-104.6373311,1679
0.77,132.52,83669,1585.85,17.87,106.3,27.7,145.99,6.62,-6.44,-79.3,-5.84,-10.11,0.41,0.17,-0.26,18.75,4.13,40.8857936,-104.6373311,1679
0.78,131.99,83675,1585.27,17.29,107.55,27.7,145.45,5.5,-4.74,-71.37,-2.42,-8.7,0.41,0.17,-0.25,18.83,4.13,40.8857936,-104.6373311,1679
0.79,131.99,83664,1586.34,18.36,108.8,27.7,145.87,7.81,-6.15,-64.04,0.14,-8.46,0.42,0.17,-0.26,18.88,4.13,40.8857936,-104.6373311,1679
0.8,131.99,83660,1586.73,18.74,110.04,27.7,145.48,6.34,-5.88,-55.19,3.68,-6.44,0.42,0.17,-0.25,18.89,4.13,40.8857936,-104.6373311,1679
0.81,132.52,83651,1587.6,19.62,111.29,27.7,145.43,6.13,-5.67,-47.87,7.28,-5.96,0.41,0.18,-0.25,18.87,4.13,40.8857936,-104.6373311,1679
0.82,131.99,83651,1587.6,19.62,112.54,27.7,146.32,7.23,-4.96,-48.29,9.66,-4.8,0.42,0.17,-0.26,18.82,4.13,40.8857936,-104.6373311,1679
