time,acceleration,pressure,altitude,height,speed,temperature,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,latitude,longitude,altitude
23.08,-10.6,44359,6447.17,4879.19,65.95,27,-0.86,0.2,0.65,-224.93,1.73,9.55,0.3,0.49,0.14,30.67,4.14,40.8846861,-104.6223005,6678
23.09,-10.6,44358,6447.33,4879.35,65.85,27,-0.87,0.19,0.72,-225.79,1.85,9.3,0.3,0.49,0.16,30.75,4.14,40.8846861,-104.6223005,6678
23.1,-10.6,44355,6447.82,4879.84,65.74,27,-0.91,0.18,0.62,-226.46,1.97,9.24,0.3,0.48,0.18,30.83,4.14,40.8846861,-104.6223005,6678
23.11,-10.6,44340,6450.26,4882.28,65.64,27,-0.87,0.15,0.7,-227.31,2.09,9.06,0.3,0.47,0.19,30.92,4.14,40.8846861,-104.6223005,6678
23.12,-10.6,44360,6447.01,4879.03,65.53,27,-0.9,0.23,0.63,-227.99,2.22,8.88,0.3,0.46,0.2,31,4.14,40.8846861,-104.6223005,6678
23.13,-10.6,44336,6450.91,4882.93,65.43,27,-0.91,0.18,0.6,-228.6,2.46,8.69,0.3,0.45,0.21,31.08,4.14,40.8846861,-104.6223005,6678
23.14,-10.6,44346,6449.28,4881.3,65.32,27,-0.91,0.16,0.6,-229.15,2.52,8.51,0.3,0.45,0.23,31.17,4.14,40.8846861,-104.6223005,6678
23.15,-10.6,44344,6449.61,4881.63,65.22,27,-0.93,0.19,0.61,-230,2.58,8.33,0.3,0.43,0.23,31.25,4.14,40.8846861,-104.6223005,6678
23.16,-10.6,44317,6454,4886.02,65.11,27,-0.86,0.17,0.58,-230.61,2.76,8.14,0.3,0.42,0.24,31.33,4.14,40.8846861,-104.6223005,6678
23.17,-10.6,44311,6454.97,4886.99,65.01,27,-0.91,0.17,0.64,-231.22,2.89,7.96,0.3,0.42,0.27,31.41,4.14,40.8846861,-104.6223005,6678
23.18,-10.6,44326,6452.53,4884.55,64.9,27,-0.9,0.15,0.62,-231.89,2.95,7.72,0.3,0.41,0.28,31.49,4.14,40.8846861,-104.6223005,6678
23.19,-10.6,44322,6453.18,4885.2,64.8,27,-0.88,0.15,0.71,-232.5,3.07,7.59,0.3,0.4,0.29,31.56,4.14,40.8846861,-104.6223005,6678
23.2,-10.6,44304,6456.11,4888.13,64.69,27,-0.87,0.15,0.64,-233.24,3.19,7.23,0.3,0.39,0.3,31.64,4.14,40.8846861,-104.6223005,6678
23.21,-10.6,44320,6453.51,4885.53,64.59,27,-0.9,0.18,0.61,-233.78,3.31,7.05,0.3,0.38,0.31,31.72,4.14,40.8846861,-104.6223005,6678
23.22,-10.6,44305,6455.95,4887.97,64.48,27,-0.89,0.17,0.49,-234.46,3.38,6.8,0.3,0.37,0.31,31.79,4.14,40.8846861,-104.6223005,6678
23.23,-10.6,44313,6454.65,4886.67,64.38,27,-0.89,0.13,0.68,-235.01,3.38,6.56,0.3,0.35,0.32,31.86,4.14,40.8846861,-104.6223005,6678
23.24,-10.6,44302,6456.44,4888.46,64.27,27,-0.83,0.13,0.62,-235.37,3.44,6.25,0.3,0.33,0.33,31.93,4.14,40.8846861,-104.6223005,6678
23.25,-10.6,44296,6457.41,4889.43,64.17,27,-0.86,0.14,0.57,-235.8,3.62,6.07,0.3,0.33,0.34,32,4.14,40.8846861,-104.6223005,6678
23.26,-10.6,44297,6457.25,4889.27,64.06,27,-0.89,0.18,0.66,-235.86,3.56,5.82,0.3,0.31,0.34,32.07,4.14,40.8846861,-104.6223005,6678
23.27,-10.6,44297,6457.25,4889.27,63.96,27,-0.83,0.2,0.61,-236.17,3.62,5.58,0.3,0.29,0.35,32.13,4.14,40.8846861,-104.6223005,6678
23.28,-10.6,44291,6458.23,4890.25,63.85,27,-0.83,0.15,0.59,-236.35,3.68,5.4,0.3,0.29,0.36,32.2,4.14,40.8846861,-104.6223005,6678
23.29,-10.6,44286,6459.04,4891.06,63.75,27,-0.85,0.16,0.57,-236.41,3.74,5.09,0.3,0.27,0.37,32.26,4.14,40.8846861,-104.6223005,6678
23.3,-10.6,44277,6460.5,4892.52,63.64,27,-0.83,0.22,0.56,-236.53,3.8,4.91,0.3,0.26,0.37,32.32,4.14,40.8846861,-104.6223005,6678
23.31,-10.6,44269,6461.81,4893.83,63.54,27,-0.84,0.12,0.72,-236.29,3.74,4.73,0.3,0.24,0.37,32.38,4.14,40.8846861,-104.6223005,6678
23.32,-10.6,44268,6461.97,4893.99,63.43,27,-0.81,0.19,0.61,-236.23,3.8,4.6,0.3,0.23,0.38,32.44,4.14,40.8846861,-104.6223005,6678
23.33,-10.6,44278,6460.34,4892.36,63.33,27,-0.87,0.15,0.59,-236.04,3.8,4.36,0.3,0.21,0.38,32.5,4.14,40.8846861,-104.6223005,6678
23.34,-10.6,44256,6463.92,4895.94,63.23,27,-0.81,0.21,0.56,-235.62,3.86,4.12,0.3,0.19,0.39,32.56,4.14,40.8846861,-104.6223005,6678
23.35,-10.6,44261,6463.11,4895.13,63.12,27,-0.86,0.2,0.6,-235.19,3.8,3.93,0.3,0.17,0.39,32.61,4.14,40.8846861,-104.6223005,6678
23.36,-10.6,44247,6465.39,4897.41,63.02,27,-0.85,0.16,0.58,-234.46,3.99,3.81,0.3,0.16,0.39,32.67,4.14,40.8846861,-104.6223005,6678
23.37,-10.6,44245,6465.71,4897.73,62.91,27,-0.86,0.2,0.48,-233.66,3.92,3.5,0.3,0.14,0.39,32.72,4.14,40.8846861,-104.6223005,6678
23.38,-10.6,44248,6465.23,4897.24,62.81,27,-0.84,0.16,0.57,-232.87,3.92,3.32,0.3,0.13,0.39,32.77,4.12,40.8846861,-104.6223005,6678
23.38,-10.6,44248,6465.23,4897.24,62.81,27,-0.84,0.16,0.57,-232.87,3.92,3.32,0.3,0.13,0.39,32.77,4.12,40.8846861,-104.6223005,6678
23.39,-10.6,44236,6467.18,4899.2,62.7,27,-0.85,0.16,0.46,-232.01,3.92,3.2,0.3,0.12,0.4,32.82,4.12,40.8846861,-104.6223005,6678
23.4,-10.6,44244,6465.88,4897.9,62.6,27,-0.81,0.22,0.54,-231.1,3.99,3.02,0.3,0.09,0.38,32.87,4.12,40.8846861,-104.6223005,6678
23.41,-10.6,44233,6467.67,4899.69,62.49,27.1,-0.83,0.2,0.52,-230.12,3.86,2.89,0.3,0.08,0.38,32.92,4.12,40.8846861,-104.6223005,6678
23.42,-10.6,44245,6465.71,4897.73,62.39,27,-0.83,0.16,0.47,-228.9,3.99,2.77,0.3,0.07,0.39,32.97,4.12,40.8846861,-104.6223005,6678
23.43,-10.6,44228,6468.48,4900.5,62.28,27,-0.82,0.18,0.46,-227.86,3.99,2.59,0.3,0.06,0.38,33.02,4.12,40.8846861,-104.6223005,6678
23.44,-10.6,44220,6469.79,4901.8,62.18,27,-0.81,0.21,0.46,-227.07,3.99,2.47,0.3,0.04,0.38,33.06,4.12,40.8846861,-104.6223005,6678
23.45,-10.6,44228,6468.48,4900.5,62.07,27,-0.81,0.19,0.41,-226.03,3.99,2.22,0.3,0.02,0.38,33.11,4.12,40.8846861,-104.6223005,6678
23.46,-10.6,44206,6472.07,4904.08,61.97,27,-0.78,0.12,0.46,-225.06,3.99,2.1,0.3,0,0.36,33.15,4.12,40.8846861,-104.6223005,6678
23.47,-10.6,44210,6471.41,4903.43,61.86,27,-0.8,0.13,0.44,-223.84,4.05,1.86,0.3,0,0.36,33.2,4.12,40.8846861,-104.6223005,6678
23.48,-10.6,44215,6470.6,4902.62,61.76,27,-0.78,0.14,0.4,-222.61,3.92,1.67,0.3,-0.02,0.35,33.24,4.12,40.8846861,-104.6223005,6678
23.49,-10.6,44209,6471.58,4903.6,61.65,27,-0.82,0.19,0.39,-221.39,3.99,1.61,0.3,-0.04,0.35,33.28,4.12,40.8846861,-104.6223005,6678
23.5,-10.6,44210,6471.41,4903.43,61.55,27,-0.85,0.23,0.34,-220.23,3.99,1.55,0.3,-0.04,0.34,33.32,4.12,40.8846861,-104.6223005,6678
23.51,-10.6,44196,6473.7,4905.71,61.44,27,-0.82,0.2,0.4,-219.14,4.11,1.55,0.3,-0.06,0.33,33.37,4.12,40.8846861,-104.6223005,6678
23.52,-10.6,44201,6472.88,4904.9,61.34,27,-0.79,0.1,0.44,-218.04,4.11,1.37,0.3,-0.07,0.33,33.41,4.12,40.8846861,-104.6223005,6678
23.53,-10.6,44192,6474.35,4906.37,61.24,27,-0.79,0.15,0.42,-216.94,4.17,1.12,0.3,-0.08,0.32,33.45,4.12,40.8846861,-104.6223005,6678
23.54,-10.6,44188,6475,4907.02,61.13,27,-0.81,0.11,0.33,-215.9,4.17,1,0.3,-0.09,0.31,33.49,4.12,40.8846861,-104.6223005,6678
23.55,-10.6,44176,6476.96,4908.97,61.03,27,-0.77,0.12,0.34,-214.68,4.17,0.88,0.3,-0.1,0.3,33.54,4.12,40.8846861,-104.6223005,6678
23.56,-10.6,44172,6477.61,4909.63,60.92,27,-0.82,0.12,0.37,-213.83,4.23,0.76,0.3,-0.12,0.29,33.58,4.12,40.8846861,-104.6223005,6678
23.57,-10.6,44186,6475.33,4907.34,60.82,27,-0.79,0.12,0.38,-212.85,4.17,0.64,0.3,-0.13,0.28,33.62,4.12,40.8846861,-104.6223005,6678
23.58,-10.6,44178,6476.63,4908.65,60.71,27,-0.83,0.11,0.38,-212.12,4.05,0.51,0.3,-0.13,0.28,33.66,4.12,40.8846861,-104.6223005,6678
23.59,-10.6,44174,6477.28,4909.3,60.61,27,-0.79,0.15,0.34,-211.45,3.99,0.45,0.31,-0.15,0.26,33.7,4.12,40.8846861,-104.6223005,6678
23.6,-10.6,44172,6477.61,4909.63,60.5,27,-0.79,0.11,0.39,-210.9,4.05,0.27,0.31,-0.16,0.25,33.74,4.12,40.8846861,-104.6223005,6678
23.61,-10.6,44151,6481.03,4913.05,60.4,27,-0.79,0.1,0.31,-210.16,3.92,0.15,0.3,-0.16,0.24,33.78,4.12,40.8846861,-104.6223005,6678
23.62,-10.6,44155,6480.38,4912.4,60.29,27,-0.76,0.05,0.25,-208.58,3.99,0.15,0.31,-0.17,0.23,33.81,4.12,40.8846861,-104.6223005,6678
23.63,-10.6,44149,6481.36,4913.38,60.19,27,-0.78,0.05,0.28,-206.75,3.92,0.03,0.3,-0.18,0.22,33.85,4.12,40.8846861,-104.6223005,6678
23.64,-10.6,44152,6480.87,4912.89,60.08,27,-0.76,0.08,0.28,-205.46,4.17,-0.1,0.31,-0.19,0.21,33.89,4.12,40.8846704,-104.6218013,6751
23.64,-10.6,44152,6480.87,4912.89,60.08,27,-0.76,0.08,0.28,-205.46,4.17,-0.1,0.31,-0.19,0.21,33.89,4.12,40.8846704,-104.6218013,6751
23.64,-10.6,44152,6480.87,4912.89,60.08,27,-0.76,0.08,0.28,-205.46,4.17,-0.1,0.31,-0.19,0.21,33.89,4.12,40.8846704,-104.6218013,6751
23.65,-10.6,44144,6482.17,4914.19,59.98,27,-0.76,0.1,0.23,-204.24,4.23,-0.28,0.31,-0.19,0.2,33.93,4.12,40.8846704,-104.6218013,6751
23.66,-10.6,44154,6480.54,4912.56,59.87,27,-0.78,0.1,0.28,-203.27,4.17,-0.46,0.31,-0.2,0.19,33.97,4.12,40.8846704,-104.6218013,6751
23.67,-10.6,44137,6483.32,4915.34,59.77,27,-0.79,0.09,0.26,-202.66,4.23,-0.58,0.31,-0.21,0.18,34.01,4.12,40.8846704,-104.6218013,6751
23.68,-10.6,44123,6485.6,4917.62,59.67,27,-0.77,0.05,0.32,-201.44,4.17,-0.77,0.31,-0.22,0.17,34.06,4.12,40.8846704,-104.6218013,6751
23.69,-10.6,44140,6482.83,4914.85,59.56,27,-0.74,0.06,0.25,-199.66,4.17,-0.95,0.31,-0.22,0.15,34.1,4.12,40.8846704,-104.6218013,6751
23.7,-10.6,44130,6484.46,4916.48,59.46,27,-0.79,0.04,0.34,-198.87,4.17,-1.19,0.31,-0.23,0.14,34.14,4.14,40.8846704,-104.6218013,6751
23.7,-10.6,44130,6484.46,4916.48,59.46,27,-0.79,0.04,0.34,-198.87,4.17,-1.19,0.31,-0.23,0.14,34.14,4.14,40.8846704,-104.6218013,6751
23.71,-10.6,44127,6484.95,4916.97,59.35,27,-0.82,-0.03,0.26,-198.26,4.05,-1.32,0.31,-0.23,0.12,34.18,4.14,40.8846704,-104.6218013,6751
23.72,-10.6,44121,6485.93,4917.95,59.25,27,-0.79,0,0.36,-197.16,3.86,-1.62,0.31,-0.23,0.12,34.22,4.14,40.8846704,-104.6218013,6751
23.73,-10.6,44113,6487.23,4919.25,59.14,27,-0.77,-0.07,0.15,-196.12,3.8,-1.74,0.31,-0.23,0.11,34.26,4.14,40.8846704,-104.6218013,6751
23.74,-10.6,44112,6487.4,4919.41,59.04,27,-0.75,-0.06,0.26,-194.48,3.92,-1.93,0.31,-0.24,0.09,34.31,4.14,40.8846704,-104.6218013,6751
23.75,-10.6,44110,6487.72,4919.74,58.93,27,-0.69,-0.14,0.29,-193.62,4.05,-2.23,0.31,-0.24,0.08,34.35,4.14,40.8846704,-104.6218013,6751
23.76,-10.6,44108,6488.05,4920.07,58.83,27,-0.79,-0.13,0.16,-192.95,4.11,-2.54,0.31,-0.24,0.07,34.4,4.14,40.8846704,-104.6218013,6751
23.77,-10.6,44103,6488.87,4920.88,58.72,27,-0.76,-0.04,0.32,-192.71,3.99,-2.84,0.31,-0.24,0.07,34.45,4.14,40.8846704,-104.6218013,6751
23.78,-10.6,44095,6490.17,4922.19,58.62,27,-0.79,-0.01,0.34,-192.28,3.86,-3.21,0.31,-0.25,0.04,34.5,4.14,40.8846704,-104.6218013,6751
23.79,-10.6,44106,6488.38,4920.39,58.51,27,-0.79,-0.02,0.35,-191.79,3.62,-3.33,0.31,-0.25,0.03,34.55,4.14,40.8846704,-104.6218013,6751
23.8,-10.6,44100,6489.36,4921.37,58.41,27,-0.75,-0.02,0.35,-191.3,3.5,-3.39,0.31,-0.24,0.03,34.59,4.14,40.8846704,-104.6218013,6751
23.81,-10.6,44100,6489.36,4921.37,58.31,27,-0.78,-0.08,0.34,-190.33,3.31,-3.64,0.31,-0.25,0,34.64,4.14,40.8846704,-104.6218013,6751
23.82,-10.6,44062,6495.56,4927.58,58.2,27,-0.78,-0.09,0.2,-189.04,3.25,-3.76,0.31,-0.25,-0.02,34.69,4.14,40.8846704,-104.6218013,6751
23.83,-10.6,44085,6491.8,4923.82,58.1,27,-0.73,-0.11,0.32,-188.43,3.25,-4,0.31,-0.24,-0.02,34.75,4.14,40.8846704,-104.6218013,6751
23.84,-10.6,44075,6493.44,4925.46,57.99,27,-0.75,-0.11,0.27,-187.34,3.25,-4.19,0.31,-0.24,-0.04,34.8,4.14,40.8846704,-104.6218013,6751
23.85,-10.6,44080,6492.62,4924.64,57.89,27,-0.8,-0.07,0.21,-186.36,3.13,-4.37,0.3,-0.24,-0.06,34.85,4.14,40.8846704,-104.6218013,6751
23.86,-10.6,44073,6493.76,4925.78,57.78,27,-0.71,-0.07,0.26,-185.57,3.07,-4.61,0.31,-0.24,-0.06,34.91,4.14,40.8846704,-104.6218013,6751
23.87,-10.6,44069,6494.42,4926.44,57.68,27,-0.76,-0.09,0.28,-184.65,2.89,-4.74,0.31,-0.24,-0.08,34.96,4.14,40.8846704,-104.6218013,6751
23.88,-10.6,44076,6493.27,4925.29,57.57,27,-0.73,-0.09,0.28,-183.43,2.76,-4.74,0.31,-0.24,-0.09,35.02,4.14,40.8846704,-104.6218013,6751
23.89,-10.6,44060,6495.89,4927.91,57.47,27,-0.76,-0.1,0.38,-182.76,2.7,-4.86,0.31,-0.24,-0.1,35.07,4.14,40.8846704,-104.6218013,6751
23.9,-10.6,44047,6498.01,4930.03,57.36,27,-0.72,-0.05,0.37,-181.96,2.34,-4.98,0.31,-0.24,-0.12,35.13,4.14,40.8846704,-104.6218013,6751
23.91,-10.6,44057,6496.38,4928.4,57.26,27,-0.76,-0.06,0.3,-180.87,2.34,-5.04,0.31,-0.23,-0.12,35.18,4.14,40.8846704,-104.6218013,6751
23.92,-10.6,44056,6496.54,4928.56,57.15,27,-0.75,-0.05,0.44,-180.38,2.15,-5.22,0.31,-0.23,-0.15,35.24,4.14,40.8846704,-104.6218013,6751
23.93,-10.6,44049,6497.69,4929.7,57.05,27,-0.74,-0.11,0.34,-179.1,2.03,-5.16,0.31,-0.22,-0.15,35.29,4.14,40.8846704,-104.6218013,6751
23.94,-10.6,44044,6498.5,4930.52,56.95,27,-0.76,-0.06,0.25,-178.3,1.85,-5.28,0.3,-0.21,-0.16,35.35,4.14,40.8846704,-104.6218013,6751
23.95,-10.6,44050,6497.52,4929.54,56.84,27,-0.77,-0.07,0.41,-177.63,1.73,-5.41,0.3,-0.21,-0.17,35.41,4.14,40.8846704,-104.6218013,6751
23.96,-10.6,44045,6498.34,4930.36,56.74,27,-0.75,-0.17,0.34,-176.59,1.6,-5.47,0.3,-0.2,-0.18,35.46,4.14,40.8846704,-104.6218013,6751
23.97,-10.6,44043,6498.67,4930.68,56.63,27,-0.76,-0.18,0.34,-175.43,1.48,-5.83,0.3,-0.2,-0.19,35.52,4.14,40.8846704,-104.6218013,6751
23.98,-10.6,44030,6500.79,4932.81,56.53,27,-0.73,-0.1,0.41,-174.76,1.24,-6.08,0.3,-0.19,-0.2,35.59,4.14,40.8846704,-104.6218013,6751
23.99,-10.6,44038,6499.48,4931.5,56.42,27,-0.74,0,0.43,-174.46,0.93,-6.26,0.3,-0.18,-0.2,35.65,4.14,40.8846704,-104.6218013,6751
24,-10.6,44034,6500.14,4932.16,56.32,27,-0.76,-0.06,0.34,-173.72,0.69,-6.26,0.3,-0.19,-0.22,35.71,4.14,40.8846704,-104.6218013,6751
24.01,-10.6,44028,6501.12,4933.14,56.21,27.1,-0.77,-0.11,0.39,-173.72,0.38,-6.32,0.3,-0.18,-0.23,35.78,4.14,40.8846704,-104.6218013,6751
24.02,-10.6,44023,6501.94,4933.95,56.11,27.1,-0.78,0.01,0.36,-173.79,0.14,-6.26,0.3,-0.16,-0.24,35.84,4.15,40.8846704,-104.6218013,6751
24.02,-10.6,44023,6501.94,4933.95,56.11,27.1,-0.78,0.01,0.36,-173.79,0.14,-6.26,0.3,-0.16,-0.24,35.84,4.15,40.8846704,-104.6218013,6751
24.03,-10.6,44011,6503.9,4935.92,56.01,27.1,-0.74,-0.03,0.4,-173.72,-0.04,-6.32,0.3,-0.16,-0.26,35.9,4.15,40.8846704,-104.6218013,6751
24.04,-10.07,44020,6502.43,4934.44,55.9,27.1,-0.72,0.04,0.27,-173.36,-0.17,-6.32,0.3,-0.16,-0.26,35.96,4.15,40.8846704,-104.6218013,6751
24.05,-10.6,44022,6502.1,4934.12,55.8,27,-0.77,-0.01,0.37,-173.36,-0.35,-6.32,0.3,-0.14,-0.26,36.03,4.15,40.8846704,-104.6218013,6751
24.06,-10.6,44012,6503.73,4935.75,55.69,27.1,-0.76,-0.02,0.39,-173.3,-0.47,-6.26,0.3,-0.13,-0.26,36.09,4.15,40.8846704,-104.6218013,6751
24.07,-10.6,44019,6502.59,4934.61,55.59,27,-0.74,0.04,0.43,-172.93,-0.71,-6.2,0.3,-0.12,-0.27,36.15,4.15,40.8846704,-104.6218013,6751
24.08,-10.6,43994,6506.68,4938.7,55.49,27,-0.73,0.02,0.35,-172.63,-0.96,-6.08,0.3,-0.12,-0.29,36.21,4.15,40.8846704,-104.6218013,6751
24.09,-10.6,44004,6505.04,4937.06,55.38,27,-0.73,0,0.34,-172.5,-1.08,-6.02,0.3,-0.11,-0.29,36.28,4.15,40.8846704,-104.6218013,6751
24.1,-10.6,43982,6508.64,4940.66,55.28,27,-0.71,-0.01,0.32,-172.08,-1.32,-5.96,0.3,-0.1,-0.3,36.34,4.15,40.8846704,-104.6218013,6751
24.11,-10.6,43980,6508.97,4940.99,55.17,27,-0.73,-0.02,0.35,-172.08,-1.57,-5.89,0.3,-0.09,-0.31,36.4,4.15,40.8846704,-104.6218013,6751
24.12,-10.6,43991,6507.17,4939.19,55.07,27,-0.73,0,0.4,-171.71,-1.63,-5.83,0.3,-0.09,-0.31,36.46,4.15,40.8846704,-104.6218013,6751
24.13,-10.6,43987,6507.82,4939.84,54.96,27,-0.7,0.01,0.37,-171.4,-1.81,-5.77,0.29,-0.07,-0.32,36.52,4.15,40.8846704,-104.6218013,6751
24.14,-10.6,43967,6511.1,4943.11,54.86,27,-0.72,0.04,0.34,-171.04,-2.06,-5.65,0.29,-0.07,-0.33,36.58,4.15,40.8846704,-104.6218013,6751
24.15,-10.6,43987,6507.82,4939.84,54.76,27.1,-0.73,-0.02,0.34,-170.79,-2.12,-5.47,0.3,-0.06,-0.34,36.64,4.15,40.8846704,-104.6218013,6751
24.16,-10.6,43971,6510.44,4942.46,54.65,27,-0.69,0,0.36,-170.55,-2.24,-5.35,0.29,-0.04,-0.33,36.7,4.15,40.8846704,-104.6218013,6751
24.17,-10.6,43971,6510.44,4942.46,54.55,27,-0.69,-0.04,0.39,-170.18,-2.48,-5.28,0.29,-0.03,-0.35,36.75,4.15,40.8846704,-104.6218013,6751
24.18,-10.6,43949,6514.04,4946.06,54.44,27,-0.7,-0.02,0.34,-169.76,-2.55,-5.22,0.29,-0.02,-0.35,36.81,4.15,40.8846704,-104.6218013,6751
24.19,-10.6,43951,6513.71,4945.73,54.34,27,-0.71,0.02,0.31,-169.45,-2.67,-5.1,0.29,-0.01,-0.36,36.87,4.15,40.8846704,-104.6218013,6751
24.2,-10.6,43950,6513.88,4945.9,54.23,27,-0.68,-0.02,0.38,-169.39,-2.91,-4.92,0.29,0,-0.37,36.93,4.15,40.8846704,-104.6218013,6751
24.21,-10.6,43958,6512.57,4944.59,54.13,27,-0.66,0.02,0.34,-169.27,-3.03,-4.86,0.29,0.01,-0.36,36.98,4.15,40.8846704,-104.6218013,6751
24.22,-10.6,43955,6513.06,4945.08,54.02,27,-0.7,0.03,0.3,-169.27,-3.09,-4.74,0.29,0.02,-0.38,37.04,4.15,40.8846704,-104.6218013,6751
24.23,-10.6,43964,6511.59,4943.61,53.92,27,-0.72,0.04,0.35,-169.02,-3.4,-4.55,0.29,0.03,-0.37,37.1,4.15,40.8846704,-104.6218013,6751
24.24,-10.6,43936,6516.17,4948.19,53.82,27,-0.7,0.03,0.33,-169.02,-3.34,-4.49,0.29,0.05,-0.38,37.15,4.15,40.8846704,-104.6218013,6751
24.25,-10.6,43951,6513.71,4945.73,53.71,27,-0.7,0.04,0.32,-169.21,-3.52,-4.49,0.29,0.05,-0.38,37.21,4.15,40.8846704,-104.6218013,6751
24.26,-10.6,43932,6516.83,4948.84,53.61,27,-0.68,0.04,0.39,-169.33,-3.64,-4.31,0.29,0.06,-0.39,37.27,4.15,40.8846704,-104.6218013,6751
24.27,-10.6,43938,6515.84,4947.86,53.5,27,-0.68,0,0.33,-169.51,-3.71,-4.19,0.29,0.08,-0.39,37.32,4.15,40.8846704,-104.6218013,6751
24.28,-10.6,43944,6514.86,4946.88,53.4,27,-0.73,0.06,0.4,-169.76,-3.83,-4.12,0.29,0.1,-0.39,37.38,4.15,40.8846704,-104.6218013,6751
24.29,-10.6,43926,6517.81,4949.83,53.29,27,-0.69,0.03,0.33,-170.12,-3.83,-3.94,0.28,0.11,-0.39,37.43,4.15,40.8846704,-104.6218013,6751
24.3,-10.6,43937,6516.01,4948.03,53.19,27,-0.69,0.06,0.37,-170.49,-3.95,-3.82,0.29,0.12,-0.39,37.49,4.15,40.8846704,-104.6218013,6751
24.31,-10.6,43928,6517.48,4949.5,53.08,27,-0.68,0.06,0.31,-170.98,-4.01,-3.76,0.28,0.13,-0.37,37.54,4.15,40.8846704,-104.6218013,6751
24.32,-10.6,43928,6517.48,4949.5,52.98,27,-0.71,0.08,0.31,-171.22,-4.01,-3.7,0.28,0.14,-0.38,37.6,4.15,40.8846704,-104.6218013,6751
24.33,-10.6,43930,6517.15,4949.17,52.88,27.1,-0.68,0.05,0.34,-171.65,-4.07,-3.58,0.28,0.15,-0.4,37.65,4.15,40.8846704,-104.6218013,6751
24.34,-10.6,43921,6518.63,4950.65,52.77,27.1,-0.69,0,0.28,-172.2,-4.13,-3.39,0.28,0.16,-0.39,37.71,4.12,40.8846704,-104.6218013,6751
24.34,-10.6,43921,6518.63,4950.65,52.77,27.1,-0.69,0,0.28,-172.2,-4.13,-3.39,0.28,0.16,-0.39,37.71,4.12,40.8846704,-104.6218013,6751
24.35,-10.6,43915,6519.61,4951.63,52.67,27,-0.68,0.05,0.26,-172.56,-4.07,-3.33,0.28,0.18,-0.39,37.76,4.12,40.8846704,-104.6218013,6751
24.36,-10.6,43909,6520.59,4952.61,52.56,27.1,-0.66,0.04,0.32,-173.17,-4.07,-3.33,0.28,0.18,-0.39,37.81,4.12,40.8846704,-104.6218013,6751
24.37,-10.6,43913,6519.94,4951.96,52.46,27,-0.68,0.06,0.28,-173.6,-4.01,-3.21,0.28,0.2,-0.39,37.86,4.12,40.8846704,-104.6218013,6751
24.38,-10.6,43914,6519.77,4951.79,52.35,27.1,-0.67,0.08,0.23,-174.09,-4.01,-3.09,0.28,0.22,-0.39,37.91,4.12,40.8846704,-104.6218013,6751
24.39,-10.6,43913,6519.94,4951.96,52.25,27,-0.7,0.08,0.29,-174.76,-4.01,-3.09,0.28,0.23,-0.39,37.96,4.12,40.8846704,-104.6218013,6751
24.4,-10.6,43896,6522.72,4954.74,52.15,27,-0.63,0.1,0.24,-175.86,-3.83,-3.03,0.28,0.24,-0.38,38.01,4.12,40.8846704,-104.6218013,6751
24.41,-10.6,43894,6523.05,4955.07,52.04,27,-0.68,0.14,0.25,-176.1,-3.52,-2.72,0.28,0.25,-0.38,38.05,4.12,40.8846704,-104.6218013,6751
24.42,-10.6,43889,6523.87,4955.89,51.94,27,-0.68,0.14,0.34,-176.84,-3.22,-2.66,0.28,0.26,-0.37,38.09,4.12,40.8846704,-104.6218013,6751
24.43,-10.6,43886,6524.36,4956.38,51.83,27,-0.71,0.15,0.32,-177.33,-3.16,-2.42,0.28,0.28,-0.38,38.13,4.12,40.8846704,-104.6218013,6751
24.44,-10.6,43896,6522.72,4954.74,51.73,27.1,-0.66,0.14,0.34,-178.24,-3.22,-2.23,0.28,0.28,-0.38,38.17,4.12,40.8846704,-104.6218013,6751
24.45,-10.6,43876,6526,4958.02,51.62,27,-0.67,0.13,0.34,-178.67,-3.09,-2.29,0.27,0.29,-0.37,38.2,4.12,40.8846704,-104.6218013,6751
24.46,-10.6,43890,6523.71,4955.72,51.52,27.1,-0.64,0.19,0.22,-179.22,-3.22,-1.99,0.27,0.31,-0.36,38.24,4.12,40.8846704,-104.6218013,6751
24.47,-10.6,43882,6525.02,4957.04,51.42,27.1,-0.66,0.22,0.34,-179.83,-2.97,-1.56,0.27,0.31,-0.37,38.27,4.12,40.8846704,-104.6218013,6751
24.48,-10.6,43874,6526.33,4958.35,51.31,27.1,-0.62,0.21,0.32,-180.56,-2.85,-1.19,0.27,0.33,-0.36,38.3,4.12,40.8846704,-104.6218013,6751
24.49,-10.6,43874,6526.33,4958.35,51.21,27.1,-0.65,0.2,0.41,-181.17,-2.73,-1.01,0.27,0.35,-0.35,38.33,4.12,40.8846704,-104.6218013,6751
24.5,-10.6,43861,6528.46,4960.48,51.1,27,-0.63,0.2,0.37,-181.72,-2.79,-0.77,0.27,0.35,-0.35,38.36,4.12,40.8846704,-104.6218013,6751
24.51,-10.6,43865,6527.8,4959.82,51,27,-0.63,0.12,0.46,-182.15,-2.79,-0.52,0.27,0.36,-0.35,38.39,4.12,40.8846704,-104.6218013,6751
