time,acceleration,pressure,altitude,height,speed,temperature,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,latitude,longitude,altitude
-0.16,0,96948,370.89,-0.26,0,20.4,9.89,0.6,-0.55,-0.15,-0.19,-0.13,-0.62,-0.06,-0.17,4.83,37.1668777,-97.738422,382
-0.15,0,96941,371.5,0.35,0,20.4,9.88,0.69,-0.51,-0.03,-0.13,-0.07,-0.62,-0.06,-0.16,4.83,37.1668777,-97.738422,382
-0.14,0,96947,370.98,-0.17,0,20.4,9.92,0.62,-0.54,0.09,-0.19,-0.07,-0.62,-0.06,-0.17,4.83,37.1668777,-97.738422,382
-0.13,0,96937,371.84,0.69,0,20.4,9.93,0.67,-0.42,-0.7,-0.13,-0.01,-0.62,-0.06,-0.16,4.83,37.1668777,-97.738422,382
-0.12,0,96954,370.38,-0.78,0,20.4,9.87,0.61,-0.52,-1.07,-0.19,-0.01,-0.62,-0.06,-0.17,4.83,37.1668777,-97.738422,382
-0.11,0,96942,371.41,0.26,0.03,20.4,9.88,0.59,-0.52,-0.46,-0.13,-0.01,-0.62,-0.06,-0.17,4.83,37.1668777,-97.738422,382
-0.1,0,96966,369.34,-1.81,0.16,20.4,9.88,0.51,-0.61,0.7,0.05,-0.01,-0.62,-0.06,-0.16,4.83,37.1668777,-97.738422,382
-0.09,0.53,96948,370.89,-0.26,0.47,20.4,9.99,0.57,-0.28,0.95,0.05,-0.07,-0.62,-0.06,-0.17,4.83,37.1668777,-97.738422,382
-0.08,24.38,96944,371.24,0.09,1.06,20.4,9.96,0.73,-0.48,-0.46,-0.13,0.05,-0.62,-0.06,-0.16,4.83,37.1668777,-97.738422,382
-0.07,204.61,96986,367.62,-3.54,1.96,20.4,13.58,-0.3,-0.16,-0.64,-0.31,-0.01,-0.62,-0.06,-0.18,4.83,37.1668777,-97.738422,382
-0.06,162.21,97058,361.41,-9.74,3.11,20.4,149.88,-1.97,-2.19,11.63,-2.57,-1.41,-0.62,-0.06,-0.17,4.83,37.1668777,-97.738422,382
-0.05,133.58,96971,368.91,-2.24,4.42,20.4,156.83,5.45,5.35,-14.74,6.34,-4.34,-0.62,-0.06,-0.17,4.83,37.1668777,-97.738422,382
-0.04,128.81,96949,370.81,-0.35,5.79,20.4,152.23,-35.77,-21.44,-54.48,4.81,-21.31,-0.63,-0.07,-0.17,4.83,37.1668777,-97.738422,382
-0.03,130.4,96948,370.89,-0.26,7.14,20.4,140.01,35.25,38.98,66.25,-4.22,-32.6,-0.63,-0.07,-0.17,4.83,37.1668777,-97.738422,382
-0.02,132.52,96950,370.72,-0.43,8.47,20.4,134.47,22.91,13.82,95.49,-8.37,18.55,-0.63,-0.07,-0.17,4.83,37.1668777,-97.738422,382
-0.01,131.46,96959,369.95,-1.21,9.79,20.4,142.02,3.48,-21.37,148.84,0.66,14.7,-0.64,-0.06,-0.17,4.83,37.1668777,-97.738422,382
0,132.52,96945,371.15,0,11.11,20.4,147.45,-8.22,23.54,133.21,-4.28,9.15,-0.64,-0.06,-0.17,4.65,37.1668777,-97.738422,382
0.01,132.52,96945,371.15,0,12.42,20.4,143.04,5.3,-15.26,121.07,3.23,10.49,-0.64,-0.05,-0.17,4.75,37.1668777,-97.738422,382
0.01,132.52,96945,371.15,0,12.42,20.4,143.04,5.3,-15.26,121.07,3.23,10.49,-0.64,-0.05,-0.17,4.75,37.1668777,-97.738422,382
0.02,133.05,96936,371.93,0.78,13.74,20.4,144.87,-8.73,-7.7,106.72,3.96,2.86,-0.64,-0.05,-0.17,4.8,37.1668777,-97.738422,382
0.02,133.05,96936,371.93,0.78,13.74,20.4,144.87,-8.73,-7.7,106.72,3.96,2.86,-0.64,-0.05,-0.17,4.8,37.1668777,-97.738422,382
0.03,131.46,96928,372.62,1.47,15.06,20.4,145.79,1.27,13.46,89.02,1.03,-0.25,-0.64,-0.05,-0.17,4.8,37.1668777,-97.738422,382
0.04,133.58,96941,371.5,0.35,16.39,20.4,146.91,7.56,-0.06,105.68,-0.8,-1.35,-0.64,-0.05,-0.18,4.78,37.1668777,-97.738422,382
0.05,133.58,96941,371.5,0.35,17.71,20.4,143.63,9.12,-2.42,123.87,4.26,3.29,-0.64,-0.04,-0.18,4.83,37.1668777,-97.738422,382
0.06,133.05,96941,371.5,0.35,19.04,20.4,145.88,-15.52,-1.26,138.28,0.17,1.82,-0.64,-0.03,-0.17,4.85,37.1668777,-97.738422,382
0.07,132.52,96914,373.83,2.67,20.36,20.4,146.96,-14.39,18.45,72.72,-2.88,4.08,-0.64,-0.03,-0.17,4.87,37.1668777,-97.738422,382
0.08,134.11,96921,373.22,2.07,21.69,20.3,146.36,19.58,-10.06,123.51,-2.39,6.22,-0.64,-0.02,-0.17,4.92,37.1668777,-97.738422,382
0.09,131.99,96903,374.78,3.62,23.01,20.3,146.07,-1.16,7.95,56.98,3.04,13.42,-0.64,-0.01,-0.18,5.05,37.1668777,-97.738422,382
0.1,132.52,96905,374.6,3.45,24.33,20.3,147.9,-16.74,16.07,83.53,-2.21,9.82,-0.64,0,-0.17,5.13,37.1668777,-97.738422,382
0.11,132.52,96910,374.17,3.02,25.66,20.3,147.07,-0.27,-11.82,45.01,-1.54,3.47,-0.64,0,-0.17,5.16,37.1668777,-97.738422,382
0.12,133.58,96910,374.17,3.02,26.98,20.3,146.03,10.75,1.6,35.68,2.86,5.06,-0.64,0,-0.17,5.22,37.1668777,-97.738422,382
0.13,133.58,96896,375.38,4.23,28.31,20.3,146.89,1.86,-2.1,39.7,-0.44,8.29,-0.64,0,-0.16,5.29,37.1668777,-97.738422,382
0.14,133.58,96909,374.26,3.11,29.64,20.3,147.17,-0.03,-2.69,38.42,0.66,5.06,-0.64,0,-0.18,5.34,37.1668777,-97.738422,382
0.15,133.58,96909,374.26,3.11,30.97,20.3,146.97,1.26,8.53,35.37,1.15,6.1,-0.64,0.01,-0.17,5.4,37.1668777,-97.738422,382
0.16,134.11,96882,376.59,5.44,32.3,20.3,146.79,1.54,-6.74,34.82,0.72,7.32,-0.64,0,-0.18,5.48,37.1668777,-97.738422,382
0.17,134.11,96884,376.42,5.26,33.63,20.3,146.94,5.32,3.44,36.1,2.55,7.62,-0.64,0,-0.18,5.56,37.1668777,-97.738422,382
0.18,134.11,96879,376.85,5.7,34.97,20.3,147.47,1.15,-0.16,33.36,1.21,7.87,-0.64,0.02,-0.17,5.63,37.1668777,-97.738422,382
0.19,134.11,96872,377.45,6.3,36.3,20.3,147.4,2.61,0.04,31.46,2.13,7.99,-0.64,0.02,-0.16,5.72,37.1668777,-97.738422,382
0.2,134.11,96871,377.54,6.39,37.63,20.3,147.26,2.8,3.15,30.43,1.76,8.9,-0.64,0.02,-0.17,5.81,37.1668777,-97.738422,382
0.21,134.11,96869,377.71,6.56,38.97,20.3,147.61,1.18,-3.43,29.39,1.88,9.15,-0.64,0.02,-0.17,5.9,37.1668777,-97.738422,382
0.22,134.11,96856,378.83,7.68,40.3,20.3,147.07,3.47,3.24,29.94,2.55,9.76,-0.64,0.02,-0.17,6,37.1668779,-97.7384219,382
0.22,134.11,96856,378.83,7.68,40.3,20.3,147.07,3.47,3.24,29.94,2.55,9.76,-0.64,0.02,-0.17,6,37.1668779,-97.7384219,382
0.22,134.11,96856,378.83,7.68,40.3,20.3,147.07,3.47,3.24,29.94,2.55,9.76,-0.64,0.02,-0.17,6,37.1668779,-97.7384219,382
0.23,133.58,96856,378.83,7.68,41.63,20.3,146.95,0.57,-0.89,28.35,1.58,10.37,-0.64,0.03,-0.17,6.1,37.1668779,-97.7384219,382
0.24,134.11,96851,379.27,8.11,42.96,20.3,146.87,3.55,0.72,27.25,2.55,10.25,-0.64,0.02,-0.18,6.21,37.1668779,-97.7384219,382
0.25,134.11,96853,379.09,7.94,44.3,20.3,147.36,1.69,1.23,27.13,1.88,11.41,-0.64,0.02,-0.18,6.32,37.1668779,-97.7384219,382
0.26,134.11,96853,379.09,7.94,45.63,20.3,147.23,1.79,-0.79,26.89,2.31,11.22,-0.64,0.03,-0.17,6.44,37.1668779,-97.7384219,382
0.27,134.11,96849,379.44,8.29,46.96,20.3,147.13,3.54,1.64,26.58,2.49,12.51,-0.64,0.03,-0.17,6.57,37.1668779,-97.7384219,382
0.28,134.11,96827,381.34,10.19,48.29,20.3,147.58,0.7,-0.53,26.52,2.49,13.12,-0.64,0.03,-0.17,6.7,37.1668779,-97.7384219,382
0.29,134.11,96827,381.34,10.19,49.62,20.3,147.1,3.33,1.58,26.89,3.04,13.3,-0.65,0.04,-0.18,6.84,37.1668779,-97.7384219,382
0.3,134.64,96819,382.03,10.88,50.96,20.3,147.55,1.32,-0.65,26.64,3.1,14.7,-0.64,0.03,-0.18,6.99,37.1668779,-97.7384219,382
0.31,134.64,96821,381.86,10.7,52.29,20.3,147.68,2.25,1.22,27.56,3.77,15.07,-0.64,0.04,-0.17,7.14,37.1668779,-97.7384219,382
0.32,134.64,96799,383.76,12.6,53.63,20.2,147.86,2.27,-0.02,28.84,3.71,15.86,-0.65,0.05,-0.17,7.3,37.1668779,-97.7384219,382
0.33,134.64,96812,382.63,11.48,54.96,20.3,147.99,1.55,0.62,30.3,4.14,16.05,-0.65,0.05,-0.17,7.47,37.1668779,-97.7384219,382
0.34,135.17,96812,382.63,11.48,56.3,20.3,148.32,1.83,0.84,33.6,3.65,16.47,-0.65,0.05,-0.17,7.64,37.1668779,-97.7384219,382
0.34,135.17,96812,382.63,11.48,56.3,20.3,148.32,1.83,0.84,33.6,3.65,16.47,-0.65,0.05,-0.17,7.64,37.1668779,-97.7384219,382
0.35,134.64,96813,382.55,11.39,57.63,20.3,148.19,1.6,-0.16,38.24,3.84,16.84,-0.65,0.05,-0.18,7.81,37.1668779,-97.7384219,382
0.36,134.64,96780,385.4,14.25,58.97,20.2,148.2,1.36,1.47,42.76,3.9,17.2,-0.64,0.05,-0.17,7.99,37.1668779,-97.7384219,382
0.37,135.7,96780,385.4,14.25,60.31,20.2,148.32,1.28,-0.19,46.84,3.65,17.02,-0.65,0.06,-0.17,8.16,37.1668779,-97.7384219,382
0.38,135.7,96776,385.74,14.59,61.65,20.3,148.71,1.67,1.5,51.18,3.65,17.14,-0.64,0.06,-0.18,8.34,37.1668779,-97.7384219,382
0.39,135.7,96755,387.56,16.41,62.99,20.2,149.11,0.49,-0.2,55.94,3.29,16.9,-0.65,0.06,-0.18,8.51,37.1668779,-97.7384219,382
0.4,136.23,96755,387.56,16.41,64.33,20.2,149.29,1.64,1.68,60.15,3.23,16.66,-0.65,0.08,-0.17,8.68,37.1668779,-97.7384219,382
0.41,136.76,96763,386.87,15.71,65.68,20.2,149.13,0.7,0.22,65.03,2.74,16.47,-0.65,0.07,-0.18,8.85,37.1668779,-97.7384219,382
0.42,136.23,96724,390.24,19.08,67.02,20.2,149.49,1.04,1.4,70.41,2.74,16.11,-0.65,0.08,-0.17,9.01,37.1668779,-97.7384219,382
0.43,136.23,96738,389.03,17.87,68.37,20.2,149.76,1.01,0.82,75.29,2.13,15.68,-0.65,0.09,-0.18,9.17,37.1668779,-97.7384219,382
0.44,136.23,96715,391.02,19.86,69.71,20.2,149.38,0.65,1.08,80.48,1.94,15.56,-0.65,0.1,-0.18,9.32,37.1668779,-97.7384219,382
0.45,136.23,96715,391.02,19.86,71.05,20.2,149.32,0.46,0.84,86.7,1.33,15.01,-0.65,0.1,-0.18,9.47,37.1668779,-97.7384219,382
0.46,135.7,96705,391.88,20.73,72.39,20.2,149.19,0.24,0.25,93.29,1.03,14.21,-0.65,0.1,-0.18,9.62,37.1668779,-97.7384219,382
0.47,135.7,96705,391.88,20.73,73.73,20.2,149.08,0.11,1.32,98.48,0.78,13.42,-0.65,0.1,-0.19,9.75,37.1668779,-97.7384219,382
0.48,136.23,96705,391.88,20.73,75.07,20.2,149.28,0.21,-0.1,103.98,1.09,12.38,-0.65,0.12,-0.18,9.88,37.1668779,-97.7384219,382
0.49,136.23,96700,392.31,21.16,76.41,20.2,149.71,-0.05,1.08,108.55,1.58,11.1,-0.65,0.11,-0.2,9.99,37.1668779,-97.7384219,382
0.5,136.23,96667,395.17,24.01,77.75,20.2,149.95,-0.31,0.79,113.62,1.58,9.88,-0.65,0.12,-0.19,10.09,37.1668779,-97.7384219,382
0.51,136.23,96667,395.17,24.01,79.09,20.2,149.42,0.57,1.62,118.32,1.94,8.54,-0.66,0.13,-0.21,10.17,37.1668779,-97.7384219,382
0.52,136.76,96662,395.6,24.44,80.43,20.2,149.16,-0.83,0.41,123.93,2.19,7.13,-0.65,0.13,-0.21,10.24,37.1668779,-97.7384219,382
0.53,136.76,96640,397.5,26.35,81.78,20.2,149.88,-0.65,1.04,129.12,2.55,5.42,-0.65,0.13,-0.21,10.3,37.1668779,-97.7384219,382
0.54,136.76,96645,397.07,25.91,83.12,20.2,150.39,-1.24,1.23,134.49,2.74,3.72,-0.66,0.15,-0.21,10.33,37.1668779,-97.7384219,382
0.55,136.76,96637,397.76,26.61,84.46,20.2,150.35,-1.71,0.81,140.11,2.8,1.64,-0.66,0.15,-0.21,10.35,37.1668779,-97.7384219,382
0.56,136.76,96637,397.76,26.61,85.81,20.2,150.26,-0.68,1.41,145.54,2.62,-0.37,-0.66,0.16,-0.22,10.34,37.1668779,-97.7384219,382
0.57,137.29,96609,400.18,29.03,87.16,20.2,150.42,-1.88,0.46,151.95,2.49,-3.61,-0.65,0.15,-0.22,10.3,37.1668779,-97.7384219,382
0.58,137.29,96604,400.61,29.46,88.51,20.2,150.44,-0.89,1.23,158.24,2.37,-6.48,-0.65,0.16,-0.23,10.24,37.1668779,-97.7384219,382
0.59,137.82,96604,400.61,29.46,89.86,20.2,151.02,-0.47,0.4,163.36,2.31,-9.1,-0.66,0.17,-0.23,10.14,37.1668779,-97.7384219,382
0.6,137.82,96602,400.79,29.63,91.21,20.2,151.11,-1.29,1.02,168.49,2.8,-11.36,-0.65,0.17,-0.23,10.03,37.1668779,-97.7384219,382
0.61,137.82,96573,403.3,32.14,92.57,20.2,151.06,-1.15,-0.03,172.83,3.53,-13.8,-0.65,0.17,-0.25,9.88,37.1668779,-97.7384219,382
0.62,138.35,96568,403.73,32.58,93.93,20.2,151.25,-1.55,2.15,179.54,3.59,-16.55,-0.65,0.18,-0.25,9.71,37.1668779,-97.7384219,382
0.63,138.35,96550,405.29,34.13,95.29,20.2,151.6,-1.6,0.07,184.06,3.71,-19.48,-0.65,0.19,-0.24,9.52,37.1668779,-97.7384219,382
0.64,138.35,96535,406.59,35.43,96.65,20.2,151.85,-0.43,1.02,190.34,4.2,-21.86,-0.65,0.19,-0.26,9.3,37.1668779,-97.7384219,382
0.65,138.35,96522,407.71,36.56,98.02,20.2,152.07,-1.13,0.01,196.08,4.63,-24.18,-0.65,0.2,-0.26,9.05,37.1668779,-97.7384219,382
0.66,138.35,96505,409.18,38.03,99.39,20.2,152.11,-0.37,1.05,201.94,5.3,-26.74,-0.65,0.2,-0.28,8.79,37.1668779,-97.7384219,382
0.66,138.35,96505,409.18,38.03,99.39,20.2,152.11,-0.37,1.05,201.94,5.3,-26.74,-0.65,0.2,-0.28,8.79,37.1668779,-97.7384219,382
0.67,138.35,96505,409.18,38.03,100.76,20.2,152.03,-0.22,-1.06,205.17,6.4,-28.21,-0.65,0.2,-0.27,8.5,37.1668779,-97.7384219,382
0.68,139.41,96494,410.14,38.98,102.13,20.2,152.29,0.27,0.95,208.35,7.8,-29.61,-0.65,0.19,-0.29,8.2,37.1668779,-97.7384219,382
0.69,139.41,96471,412.13,40.98,103.51,20.2,152.71,0.16,-0.69,209.87,9.33,-30.46,-0.64,0.2,-0.29,7.89,37.1668779,-97.7384219,382
0.7,139.94,96471,412.13,40.98,104.89,20.2,152.85,0.99,-0.2,213.29,11.95,-31.62,-0.65,0.21,-0.3,7.56,37.1668779,-97.7384219,382
0.71,139.94,96464,412.74,41.58,106.27,20.2,153.31,0.67,0.3,212.99,13.3,-31.81,-0.64,0.2,-0.31,7.22,37.1668779,-97.7384219,382
0.72,139.94,96443,414.55,43.4,107.66,20.2,153.61,1.02,1.7,217.44,14.4,-31.75,-0.64,0.2,-0.32,6.88,37.1668779,-97.7384219,382
0.73,140.47,96419,416.63,45.48,109.06,20.2,153.66,1.06,-0.07,219.88,15.31,-31.87,-0.65,0.21,-0.31,6.54,37.1668779,-97.7384219,382
0.74,140.47,96424,416.2,45.05,110.45,20.2,153.85,1.7,1.27,225.07,15.92,-31.56,-0.64,0.21,-0.32,6.2,37.1668779,-97.7384219,382
0.75,140.47,96405,417.85,46.69,111.84,20.2,153.95,1.84,1.7,228.31,16.04,-31.44,-0.64,0.21,-0.33,5.87,37.1668779,-97.7384219,382
0.76,140.47,96383,419.75,48.6,113.24,20.2,153.81,2.97,1.95,229.1,16.65,-31.01,-0.64,0.21,-0.34,5.54,37.1668779,-97.7384219,382
0.77,140.47,96372,420.71,49.55,114.64,20.2,153.68,3.77,2.07,228.49,16.65,-29.67,-0.64,0.21,-0.34,5.23,37.1668779,-97.7384219,382
0.78,139.94,96372,420.71,49.55,116.04,20.2,153.88,3.63,3.62,225.44,15.49,-27.84,-0.64,0.21,-0.36,4.95,37.1668779,-97.7384219,382
0.79,141,96346,422.96,51.81,117.44,20.2,153.82,4.41,2.5,224.34,14.33,-25.34,-0.63,0.2,-0.37,4.71,37.1668779,-97.7384219,382
0.8,141,96324,424.87,53.72,118.84,20.2,154,3.57,1.59,224.77,13.05,-22.77,-0.63,0.2,-0.37,4.49,37.1668779,-97.7384219,382
0.81,141.53,96324,424.87,53.72,120.25,20.2,154.39,4.36,1.81,223.43,11.95,-20.52,-0.64,0.21,-0.38,4.31,37.1668779,-97.7384219,382
0.82,141.53,96321,425.13,53.98,121.66,20.2,154.83,4.88,2.29,226.17,11.22,-18.14,-0.63,0.2,-0.39,4.15,37.1668779,-97.7384219,382
0.83,142.06,96270,429.55,58.4,123.08,20.2,155.37,5.03,3.08,227.76,10.06,-15.02,-0.63,0.2,-0.4,4.02,37.1668779,-97.7384219,382
0.84,142.59,96247,431.55,60.4,124.5,20.2,155.33,5.14,2.09,228,8.84,-12.03,-0.64,0.21,-0.41,3.92,37.1668779,-97.7384219,382
0.85,142.59,96253,431.03,59.88,125.92,20.2,155.94,4.94,2.8,230.81,7.5,-8.55,-0.64,0.2,-0.41,3.84,37.1668779,-97.7384219,382
0.86,142.59,96220,433.89,62.74,127.34,20.2,155.98,4.84,3.05,231.54,5.54,-5.74,-0.63,0.2,-0.42,3.78,37.1668779,-97.7384219,382
0.87,143.12,96217,434.15,63,128.77,20.2,156.07,4.45,2.89,232.15,3.53,-2.88,-0.64,0.2,-0.42,3.75,37.1668779,-97.7384219,382
0.88,143.12,96188,436.67,65.52,130.19,20.2,156.23,3.66,4.07,230.2,1.03,-0.8,-0.63,0.2,-0.44,3.74,37.1668779,-97.7384219,382
0.89,143.12,96188,436.67,65.52,131.62,20.2,156.52,3.81,3.31,229.96,-1.54,0.85,-0.63,0.2,-0.43,3.75,37.1668779,-97.7384219,382
0.9,143.12,96173,437.97,66.82,133.05,20.2,156.58,3.17,2.43,230.93,-3.92,1.95,-0.63,0.19,-0.45,3.79,37.1668779,-97.7384219,382
0.91,143.12,96143,440.58,69.43,134.47,20.2,156.44,3.17,2.51,232.7,-6.17,2.86,-0.63,0.18,-0.47,3.84,37.1668779,-97.7384219,382
0.92,143.12,96143,440.58,69.43,135.9,20.2,156.81,2.14,3.51,235.82,-8.19,3.65,-0.64,0.19,-0.46,3.92,37.1668779,-97.7384219,382
0.93,142.59,96135,441.27,70.12,137.32,20.2,156.84,1.48,1.84,237.65,-10.2,2.68,-0.63,0.18,-0.49,4.01,37.1668779,-97.7384219,382
0.94,142.59,96105,443.88,72.73,138.75,20.2,156.56,2.58,2.5,241.98,-11.55,1.82,-0.63,0.17,-0.5,4.12,37.1668779,-97.7384219,382
0.95,143.12,96094,444.84,73.68,140.17,20.2,156.32,1.91,3.04,246.31,-13.32,1.64,-0.64,0.18,-0.49,4.24,37.1668779,-97.7384219,382
0.96,142.59,96072,446.75,75.59,141.6,20.2,156.26,0.9,-0.05,251.93,-14.05,-0.19,-0.64,0.18,-0.5,4.37,37.1668779,-97.7384219,382
0.97,143.65,96054,448.31,77.16,143.03,20.2,156.28,2.35,0.85,256.93,-14.05,-1.05,-0.64,0.17,-0.52,4.51,37.1668779,-97.7384219,382
0.98,143.65,96047,448.92,77.77,144.46,20.2,156.71,1.72,0.47,262.06,-13.99,-1.72,-0.64,0.16,-0.52,4.64,37.1668779,-97.7384219,382
0.98,143.65,96047,448.92,77.77,144.46,20.2,156.71,1.72,0.47,262.06,-13.99,-1.72,-0.64,0.16,-0.52,4.64,37.1668779,-97.7384219,382
0.99,143.65,96026,450.75,79.59,145.89,20.2,156.84,1.58,-0.63,268.35,-12.83,-3.24,-0.64,0.16,-0.53,4.77,37.1668779,-97.7384219,382
1,143.65,96026,450.75,79.59,147.32,20.2,156.84,1.28,-1.07,272.99,-11.12,-3.91,-0.64,0.15,-0.54,4.89,37.1668779,-97.7384219,382
1.01,143.12,96007,452.4,81.24,148.74,20.2,156.84,1.25,-0.26,278.72,-9.47,-5.56,-0.63,0.13,-0.55,5,37.1668779,-97.7384219,382
1.02,143.12,95975,455.18,84.03,150.17,20.2,156.76,1.83,-2.13,283.42,-7.15,-6.36,-0.64,0.12,-0.56,5.09,37.1668779,-97.7384219,382
1.03,142.59,95975,455.18,84.03,151.59,20.2,156.77,1.76,-1.95,288.12,-4.28,-7.09,-0.64,0.12,-0.56,5.17,37.1668779,-97.7384219,382
1.04,142.59,95964,456.14,84.98,153.01,20.2,156.61,1.59,-1.94,294.11,-1.9,-8.61,-0.63,0.1,-0.58,5.24,37.1668779,-97.7384219,382
1.05,142.59,95923,459.7,88.55,154.43,20.2,156.06,2.21,-3.33,299.48,1.58,-8.8,-0.63,0.09,-0.58,5.29,37.1668779,-97.7384219,382
1.06,142.59,95905,461.27,90.12,155.86,20.2,156.13,1.83,-1.97,304.24,4.81,-9.04,-0.64,0.09,-0.58,5.32,37.1668779,-97.7384219,382
1.07,143.12,95894,462.23,91.08,157.28,20.2,155.97,2.49,-3.15,309.73,8.35,-8.31,-0.64,0.08,-0.59,5.33,37.1668779,-97.7384219,382
1.08,143.12,95866,464.67,93.51,158.7,20.2,156.35,2.22,-3.04,315.77,12.2,-7.52,-0.64,0.06,-0.59,5.33,37.1668779,-97.7384219,382
1.09,143.12,95854,465.71,94.56,160.12,20.2,156.66,0.65,-1.75,319.25,15.31,-6.29,-0.64,0.05,-0.59,5.31,37.1668779,-97.7384219,382
1.1,143.12,95824,468.32,97.17,161.55,20.2,156.49,1.38,-2.7,322.85,17.69,-6.54,-0.63,0.04,-0.6,5.3,37.1668779,-97.7384219,382
1.11,142.59,95824,468.32,97.17,162.97,20.2,156.33,2.15,-1.64,325.91,20.56,-6.05,-0.63,0.03,-0.6,5.29,37.1668779,-97.7384219,382
1.12,142.06,95813,469.28,98.13,164.38,20.2,156.23,1.16,-0.28,329.02,22.7,-6.23,-0.63,0,-0.6,5.3,37.1668779,-97.7384219,382
1.13,142.06,95789,471.37,100.22,165.8,20.2,155.57,1.7,-1.47,332.74,24.1,-5.44,-0.63,-0.01,-0.59,5.32,37.1668779,-97.7384219,382
1.14,141.53,95789,471.37,100.22,167.21,20.2,155.36,2.02,0.46,337.56,24.71,-4.46,-0.63,-0.02,-0.61,5.36,37.1668779,-97.7384219,382
1.15,141.53,95768,473.2,102.05,168.62,20.2,155.42,1.18,1.2,340.98,24.28,-3.24,-0.62,-0.04,-0.6,5.42,37.1668779,-97.7384219,382
1.16,141.53,95742,475.47,104.31,170.03,20.2,154.73,1.09,0.05,345.68,24.47,-3.12,-0.62,-0.05,-0.6,5.49,37.1668779,-97.7384219,382
1.17,141,95707,478.52,107.36,171.43,20.2,155.33,0.53,2.48,349.65,23.12,-3.06,-0.63,-0.06,-0.59,5.59,37.1668779,-97.7384219,382
1.18,141,95675,481.31,110.15,172.83,20.2,154.87,0.11,2.49,353.92,21.54,-3.73,-0.63,-0.07,-0.6,5.7,37.1668779,-97.7384219,382
1.19,140.47,95664,482.27,111.11,174.23,20.2,155.07,0.42,3.99,356.61,18.85,-4.95,-0.63,-0.08,-0.58,5.83,37.1668779,-97.7384219,382
1.2,139.94,95624,485.76,114.6,175.63,20.2,153.96,-0.45,3,359.23,15.43,-6.48,-0.63,-0.1,-0.58,5.97,37.1668779,-97.7384219,382
1.21,139.94,95626,485.58,114.43,177.02,20.2,153.6,0.04,4.44,365.34,12.26,-7.76,-0.63,-0.11,-0.58,6.11,37.1668787,-97.738309,426
1.21,139.94,95626,485.58,114.43,177.02,20.2,153.6,0.04,4.44,365.34,12.26,-7.76,-0.63,-0.11,-0.58,6.11,37.1668787,-97.738309,426
1.21,139.94,95626,485.58,114.43,177.02,20.2,153.6,0.04,4.44,365.34,12.26,-7.76,-0.63,-0.11,-0.58,6.11,37.1668787,-97.738309,426
1.22,139.41,95626,485.58,114.43,178.41,20.2,153.02,0.6,3.29,366.68,8.72,-8.43,-0.62,-0.12,-0.57,6.23,37.1668787,-97.738309,426
